Latitude,temperature_2m_min,pressure_msl,wind_direction_10m_dominant,Longitude,precipitation_probability_max,temperature_2m_max,TP
5.25,24.2,1009.4041666666668,289,80.875,39,33.0,9.325235919614322
5.25,24.1,1009.3041666666668,298,81.125,100,27.6,9.325235919614322
5.25,22.2,1009.2625,286,81.375,100,24.7,9.325235919614322
5.25,21.4,1009.2208333333332,288,81.625,100,22.9,9.325235919614322
5.25,21.4,1009.2083333333334,302,81.875,61,28.1,9.325235919614322
5.25,23.3,1009.2333333333332,275,82.125,100,31.5,9.325235919614322
5.25,23.7,1009.2208333333332,294,82.375,68,30.7,9.325235919614322
5.25,23.2,1009.1958333333332,306,82.625,100,26.3,9.325235919614322
5.25,21.7,1009.1875,279,82.875,100,23.9,9.325235919614322
5.25,21.2,1009.2041666666668,289,83.125,100,22.6,9.325235919614322
5.25,21.3,1009.1875,306,83.375,65,27.4,9.325235919614322
5.25,22.6,1009.225,275,83.625,100,31.1,9.325235919614322
5.25,22.1,1009.2333333333332,285,83.875,81,28.1,9.325235919614322
5.25,21.8,1009.2375,294,84.125,100,24.6,9.325235919614322
5.25,19.7,1009.2833333333332,276,84.375,100,22.0,9.325235919614322
5.25,19.5,1009.3125,279,84.625,100,21.1,9.325235919614322
5.25,19.5,1009.3333333333334,282,84.875,58,24.7,9.325235919614322
5.25,21.6,1009.3625,274,85.125,100,28.8,9.325235919614322
5.25,22.7,1009.3875,281,85.375,81,29.1,9.325235919614322
5.25,21.9,1009.3958333333334,287,85.625,100,24.7,9.325235919614322
5.25,20.0,1009.4041666666668,271,85.875,100,22.7,9.325235919614322
5.25,20.1,1009.4416666666666,276,86.125,100,21.9,9.325235919614322
5.25,20.2,1009.4958333333334,275,86.375,32,25.5,9.325235919614322
5.25,22.3,1009.5166666666668,272,86.625,84,29.7,9.325235919614322
5.25,26.6,1009.525,287,86.875,71,32.8,9.325235919614322
5.25,24.6,1009.525,300,87.125,100,29.3,9.325235919614322
5.25,22.2,1009.5375,264,87.375,100,25.0,9.325235919614322
5.25,22.7,1009.55,276,87.625,100,25.9,9.325235919614322
5.25,23.0,1009.5708333333332,271,87.875,39,28.5,9.325235919614322
5.25,24.8,1009.5875,269,88.125,65,33.2,9.325235919614322
5.25,27.2,1009.575,289,88.375,39,32.8,9.325235919614322
5.25,24.4,1009.5875,304,88.625,100,29.7,9.325235919614322
5.5,22.1,1010.6416666666668,264,68.875,100,25.0,9.325235919614322
5.5,22.4,1010.6458333333334,276,69.125,100,27.0,12.068606500356536
5.5,23.4,1010.625,271,69.375,42,28.0,12.080027483764614
5.5,24.9,1010.6125,268,69.625,55,33.0,12.090520861393102
5.5,27.7,1010.575,290,69.875,55,33.9,12.100086633242007
5.5,24.2,1010.5625,303,70.125,100,30.0,12.12189181558426
5.5,22.5,1010.575,264,70.375,100,25.0,12.155936408419866
5.5,22.4,1010.5625,273,70.625,100,27.9,12.168916967499984
5.5,24.0,1010.5291666666668,261,70.875,55,28.0,12.160833492824615
5.5,25.3,1010.5125,266,71.125,74,33.1,12.181035569289604
5.5,27.7,1010.5,291,71.375,58,33.6,12.229523196894949
5.5,23.8,1010.4791666666666,302,71.625,100,29.1,12.24448228139713
5.5,22.7,1010.4416666666666,268,71.875,100,24.7,12.225912822796143
5.5,22.4,1010.4375,271,72.125,100,27.9,12.297507127617523
5.5,24.3,1010.4208333333332,259,72.375,68,28.9,12.459265195861276
5.5,25.4,1010.4,269,72.625,90,32.9,12.518140191753512
5.5,27.0,1010.3791666666666,300,72.875,100,34.3,12.474132115294235
5.5,23.9,1010.3833333333332,300,73.125,100,27.6,13.295877905655692
5.5,22.6,1010.3916666666668,269,73.375,100,24.2,14.98337756283789
5.5,22.3,1010.3833333333332,267,73.625,100,27.4,14.879219428238498
5.5,23.9,1010.3666666666668,257,73.875,83,28.7,12.983403501857524
5.5,25.0,1010.3625,276,74.125,94,32.2,12.031343503654362
5.5,26.7,1010.3625,301,74.375,100,33.2,12.023039433629018
5.5,24.2,1010.3333333333334,300,74.625,100,27.1,12.01960086168285
5.5,23.0,1010.3125,271,74.875,100,24.3,12.02102778781586
5.5,22.7,1010.3,267,75.125,100,27.2,12.023621398301376
5.5,24.2,1010.2708333333334,257,75.375,84,28.4,12.027381693139398
5.5,25.5,1010.2291666666666,276,75.625,98,31.6,12.032213399346356
5.5,25.2,1010.2,303,75.875,100,31.7,12.038116516922248
5.5,23.5,1010.1791666666668,297,76.125,100,25.5,12.04462572385739
5.5,23.3,1010.15,271,76.375,100,23.9,12.051741020151782
5.5,23.0,1010.1166666666668,263,76.625,100,26.4,12.058222340096531
5.5,24.2,1010.0833333333334,254,76.875,84,27.5,12.064069683691642
5.5,24.9,1010.05,270,77.125,98,31.0,12.087135145040923
5.5,25.2,1009.9916666666668,301,77.375,100,31.8,12.127418724144375
5.5,23.2,1009.9291666666668,295,77.625,100,25.4,12.13123641769166
5.5,23.2,1009.8541666666666,273,77.875,100,23.8,12.098588225682768
5.5,23.0,1009.8041666666668,263,78.125,100,27.3,12.085207712911949
5.5,23.8,1009.7791666666668,257,78.375,84,28.0,12.091094879379195
5.5,24.5,1009.7375,272,78.625,98,31.2,12.097807748557086
5.5,27.0,1009.7,289,78.875,100,30.0,12.105346320445616
5.5,25.1,1009.65,297,79.125,100,27.5,12.11390058894329
5.5,25.1,1009.6,278,79.375,100,26.1,12.123470554050108
5.5,25.6,1009.575,263,79.625,100,28.4,12.133794379796225
5.5,25.9,1009.5375,257,79.875,86,28.1,12.144872066181636
5.5,27.4,1009.5041666666666,253,80.125,94,29.0,12.15761280262607
5.5,28.0,1009.4416666666666,286,80.375,100,29.6,12.172016589129528
5.5,25.5,1009.3791666666666,296,80.625,100,27.8,12.187066575927172
5.5,25.5,1009.275,278,80.875,100,26.4,12.202762763019008
5.5,26.0,1009.1875,260,81.125,100,28.5,12.21759252474322
5.5,26.0,1009.1791666666668,257,81.375,87,28.2,12.231555861099814
5.5,27.4,1009.1375,244,81.625,95,29.0,12.24515355314883
5.5,27.0,1009.0791666666668,288,81.875,100,29.5,12.258385600890271
5.5,26.0,1009.0458333333332,295,82.125,100,28.0,12.271816587912651
5.5,25.9,1009.0041666666666,278,82.375,100,26.5,12.28544651421598
5.5,26.1,1008.9958333333334,257,82.625,97,28.5,12.299312338369637
5.5,26.1,1009.0,256,82.875,81,28.4,12.313414060373622
5.5,27.1,1009.0208333333334,242,83.125,97,28.9,12.327422387274158
5.5,26.4,1009.0458333333332,288,83.375,100,29.4,12.341337319071243
5.5,26.0,1009.075,295,83.625,100,28.0,12.355082627066883
5.5,26.0,1009.0916666666668,278,83.875,100,27.0,12.36865831126108
5.5,26.5,1009.1291666666666,255,84.125,100,28.5,12.365919696309314
5.5,26.5,1009.1666666666666,254,84.375,65,28.5,12.34686678221158
5.5,27.1,1009.1958333333332,241,84.625,98,28.8,12.35951568527525
5.5,26.4,1009.1958333333332,284,84.875,100,29.0,9.325235919614322
5.5,25.5,1009.2333333333332,295,85.125,100,28.2,9.325235919614322
5.5,25.9,1009.275,276,85.375,100,27.0,9.325235919614322
5.5,26.5,1009.2875,252,85.625,100,28.5,9.325235919614322
5.5,27.0,1009.3,253,85.875,58,28.5,9.325235919614322
5.5,27.5,1009.3416666666668,240,86.125,97,28.8,9.325235919614322
5.5,26.0,1009.4041666666668,278,86.375,100,29.0,9.325235919614322
5.5,25.5,1009.4541666666668,296,86.625,100,27.6,9.325235919614322
5.5,26.0,1009.4541666666668,274,86.875,100,27.4,9.325235919614322
5.5,26.5,1009.4458333333332,246,87.125,100,28.6,9.325235919614322
5.5,27.6,1009.4875,250,87.375,61,28.6,9.325235919614322
5.5,27.5,1009.5041666666666,236,87.625,98,28.6,9.325235919614322
5.5,26.2,1009.4791666666666,275,87.875,100,28.6,9.325235919614322
5.5,25.5,1009.5125,294,88.125,100,27.2,9.325235919614322
5.5,25.9,1009.5375,272,88.375,100,27.5,9.325235919614322
5.5,26.8,1009.5541666666668,242,88.625,100,28.8,9.325235919614322
5.75,27.8,1010.6041666666666,246,68.875,65,28.6,9.325235919614322
5.75,26.5,1010.625,232,69.125,100,28.8,12.092892586419898
5.75,26.2,1010.5958333333332,274,69.375,100,28.6,12.083982057429017
5.75,25.8,1010.5958333333332,291,69.625,100,27.2,12.088279452218616
5.75,26.0,1010.5708333333332,269,69.875,100,27.6,12.111980753627584
5.75,27.0,1010.5583333333334,239,70.125,100,28.8,12.10708233287144
5.75,27.9,1010.5583333333334,242,70.375,74,28.8,12.114423322608644
5.75,25.5,1010.5333333333332,234,70.625,100,28.8,12.127403881688762
5.75,26.4,1010.5125,274,70.875,100,28.5,12.126798381263026
5.75,25.5,1010.4958333333334,288,71.125,100,27.1,12.15447843197765
5.75,26.0,1010.4833333333332,266,71.375,100,27.8,12.209802233451732
5.75,27.1,1010.45,236,71.625,100,28.8,12.268994966274487
5.75,28.0,1010.4083333333332,239,71.875,77,28.8,12.287822982125345
5.75,25.9,1010.425,232,72.125,100,28.8,12.359417286946725
5.75,26.1,1010.4041666666668,274,72.375,100,28.4,12.498998126580702
5.75,25.5,1010.3666666666668,283,72.625,100,27.5,11.923130827156342
5.75,26.0,1010.35,263,72.875,100,27.9,11.26655768399024
5.75,27.5,1010.3625,233,73.125,100,29.0,11.71457632327544
5.75,28.0,1010.35,236,73.375,68,28.9,13.028348829381375
5.75,26.1,1010.3458333333332,230,73.625,100,28.8,12.924190694781984
5.75,26.1,1010.3208333333332,274,73.875,100,28.2,11.995680551479351
5.75,25.5,1010.3041666666668,279,74.125,100,27.5,12.02106765503569
5.75,26.1,1010.2875,261,74.375,100,28.0,12.022904903691494
5.75,27.6,1010.2791666666668,231,74.625,100,29.0,12.019466331745326
5.75,28.0,1010.25,233,74.875,68,29.0,11.879133639715151
5.75,28.0,1010.2416666666668,228,75.125,100,28.9,11.885110969147622
5.75,26.2,1010.2041666666668,274,75.375,100,28.1,12.034014601095777
5.75,25.6,1010.1541666666668,277,75.625,100,27.2,12.038846307302736
5.75,26.4,1010.1125,258,75.875,100,28.0,12.02885638246478
5.75,27.6,1010.0875,228,76.125,100,29.0,12.020995781001314
5.75,28.0,1010.0666666666666,230,76.375,65,29.0,12.029634311310945
5.75,27.9,1010.0333333333332,225,76.625,100,28.6,12.039033917563868
5.75,26.5,1009.9958333333334,275,76.875,100,28.1,12.047799547467148
5.75,25.8,1009.9708333333332,279,77.125,100,27.0,12.07086500881643
5.75,26.2,1009.8916666666668,252,77.375,100,28.0,12.126476091092885
5.75,27.6,1009.825,225,77.625,100,29.1,12.16582237421046
5.75,28.2,1009.7666666666668,226,77.875,77,29.0,12.153375268598865
5.75,27.9,1009.7041666666668,221,78.125,100,28.5,12.139994755828042
5.75,26.8,1009.6458333333334,275,78.375,100,28.0,12.122719604738911
5.75,25.8,1009.6166666666668,274,78.625,100,27.0,12.106270156360418
5.75,26.6,1009.5625,248,78.875,100,28.1,12.138861339322627
5.75,27.6,1009.525,222,79.125,100,29.0,12.172468218893982
5.75,28.4,1009.4833333333332,224,79.375,65,29.2,12.15274834136721
5.75,28.0,1009.4541666666668,218,79.625,98,28.5,12.135712003220974
5.75,26.6,1009.425,275,79.875,100,27.8,12.148719368347624
5.75,26.0,1009.2916666666666,261,80.125,100,27.0,12.161460104792058
5.75,27.0,1009.2916666666666,244,80.375,100,28.1,12.176510417873674
5.75,27.6,1009.2916666666666,218,80.625,100,29.0,12.192207257533449
5.75,28.5,1009.0666666666666,223,80.875,65,29.1,12.207903770909256
5.75,28.0,1009.0666666666666,216,81.125,98,28.5,12.222733532633468
5.75,26.8,1009.0791666666668,275,81.375,100,27.9,12.23302056812356
5.75,26.0,1008.9791666666666,249,81.625,100,27.4,12.263983748733803
5.75,27.4,1008.85,240,81.875,100,28.2,12.298257585902968
5.75,27.6,1008.7875,216,82.125,100,29.0,12.31168857292535
5.75,28.4,1008.7583333333332,219,82.375,65,29.0,12.312821333244123
5.75,28.0,1008.7666666666668,215,82.625,100,28.8,12.302840214562124
5.75,26.6,1008.7833333333332,276,82.875,100,28.0,12.305592159715005
5.75,26.1,1008.8166666666666,244,83.125,100,27.6,12.31960048661554
5.75,27.5,1008.8875,236,83.375,100,28.2,12.347015501534134
5.75,27.6,1008.925,215,83.625,94,29.0,12.374260892651286
5.75,28.4,1008.9416666666666,213,83.875,61,29.0,12.389334002557923
5.75,28.0,1008.9958333333334,214,84.125,100,28.6,12.3880928133186
5.75,26.6,1009.0458333333332,276,84.375,100,28.1,12.3869749387673
5.75,26.2,1009.0625,240,84.625,100,28.0,12.404124465534402
5.75,27.5,1009.0916666666668,232,84.875,100,28.2,9.325235919614322
5.75,28.0,1009.1291666666666,214,85.125,84,29.0,9.325235919614322
5.75,28.5,1009.1583333333332,210,85.375,61,29.0,9.325235919614322
5.75,27.9,1009.1583333333332,214,85.625,100,28.5,9.325235919614322
5.75,26.6,1009.1916666666666,276,85.875,100,28.5,9.325235919614322
5.75,26.5,1009.2458333333334,236,86.125,100,28.0,9.325235919614322
5.75,27.5,1009.3,229,86.375,97,28.2,9.325235919614322
5.75,28.0,1009.3541666666666,211,86.625,71,29.0,9.325235919614322
5.75,28.2,1009.3625,208,86.875,65,29.0,9.325235919614322
5.75,27.9,1009.3666666666668,214,87.125,100,28.5,9.325235919614322
5.75,26.8,1009.4,277,87.375,100,28.5,9.325235919614322
5.75,26.8,1009.425,232,87.625,100,28.1,9.325235919614322
5.75,27.5,1009.425,226,87.875,99,28.2,9.325235919614322
5.75,28.1,1009.4458333333332,210,88.125,68,28.9,9.325235919614322
5.75,28.0,1009.4958333333334,208,88.375,84,29.0,9.325235919614322
5.75,27.8,1009.4958333333334,215,88.625,100,28.5,9.325235919614322
6.0,27.1,1010.575,278,68.875,100,28.4,9.325235919614322
6.0,26.9,1010.5875,229,69.125,100,28.4,12.096847160084302
6.0,27.5,1010.5791666666668,223,69.375,100,28.2,12.067605118694468
6.0,28.0,1010.5666666666666,208,69.625,77,28.9,12.071902513484066
6.0,28.1,1010.5333333333332,208,69.875,87,28.9,12.109739344453097
6.0,28.0,1010.5208333333334,216,70.125,100,28.5,12.118976453257016
6.0,27.0,1010.5083333333332,279,70.375,100,28.2,12.09961383989582
6.0,27.0,1010.5083333333332,228,70.625,100,28.4,12.093368770127174
6.0,27.5,1010.5041666666666,221,70.875,100,28.2,12.100241243951071
6.0,28.0,1010.4833333333332,208,71.125,89,28.6,12.134757468534431
6.0,28.1,1010.4458333333332,208,71.375,90,28.8,12.19691744387725
6.0,28.0,1010.4208333333332,217,71.625,100,28.5,12.256110176700004
6.0,26.6,1010.4,280,71.875,100,28.1,12.3123356670027
6.0,27.1,1010.3875,227,72.125,100,28.2,12.399150217666152
6.0,27.6,1010.3666666666668,219,72.375,100,28.2,12.51655382869036
6.0,28.0,1010.3375,209,72.625,90,28.6,11.940686529266
6.0,28.2,1010.3333333333334,208,72.875,97,28.5,10.67154831939307
6.0,28.0,1010.3125,218,73.125,100,28.5,10.507001891971443
6.0,27.0,1010.2958333333332,281,73.375,100,28.0,11.44704724700112
6.0,27.2,1010.2916666666666,226,73.625,100,28.2,11.936467744403814
6.0,27.6,1010.2875,218,73.875,100,28.2,11.97526338417953
6.0,28.1,1010.2583333333332,209,74.125,97,28.6,12.000650487735864
6.0,28.0,1010.25,209,74.375,94,28.5,12.012629055072818
6.0,28.0,1010.2208333333332,219,74.625,100,28.6,11.877572183644618
6.0,27.1,1010.2041666666668,283,74.875,100,28.0,11.595479873451264
6.0,27.4,1010.1875,227,75.125,100,28.2,11.601457202883733
6.0,27.6,1010.1416666666668,217,75.375,100,28.4,11.895504171942024
6.0,28.0,1010.0916666666668,209,75.625,94,28.6,12.02958617284527
6.0,28.0,1010.05,211,75.875,94,28.5,12.00370320559347
6.0,28.2,1010.0208333333334,221,76.125,100,28.8,11.995842604130004
6.0,27.4,1009.9833333333332,285,76.375,100,28.0,12.006004368454867
6.0,27.2,1009.9583333333334,227,76.625,100,28.2,12.016927208723027
6.0,27.8,1009.9125,215,76.875,100,28.4,12.028611124934482
6.0,27.9,1009.8666666666668,210,77.125,97,28.5,12.069922375764936
6.0,28.2,1009.7958333333332,212,77.375,97,28.5,12.140860961214388
6.0,28.1,1009.7333333333332,222,77.625,100,28.8,12.180207244331964
6.0,27.5,1009.6708333333332,287,77.875,100,28.0,12.18796122511766
6.0,27.2,1009.5916666666668,227,78.125,100,28.2,12.171619481187754
6.0,27.6,1009.5166666666668,214,78.375,100,28.4,12.131182012542244
6.0,27.9,1009.4666666666668,211,78.625,97,28.5,12.139785175237432
6.0,28.2,1009.4166666666666,213,78.875,95,28.5,12.197428969273323
6.0,28.1,1009.3791666666666,224,79.125,100,28.8,12.201746006211089
6.0,27.4,1009.3583333333332,284,79.375,100,28.1,12.152736286050724
6.0,27.4,1009.3333333333334,225,79.625,100,28.4,12.135699947904484
6.0,27.8,1009.2875,212,79.875,100,28.4,12.150636991772371
6.0,28.0,1009.4375,212,80.375,94,28.5,12.181650773195978
6.0,28.1,1009.2625,215,80.625,91,28.6,12.197347612855754
6.0,28.0,1009.0666666666666,228,81.125,100,28.9,12.224198239657214
6.0,27.1,1008.3125,282,81.375,100,28.0,12.230808974280812
6.0,27.5,1008.3125,225,81.625,100,28.4,12.261772154891052
6.0,27.8,1008.5375,210,81.875,100,28.5,12.31708778148794
6.0,28.1,1008.4791666666666,212,82.125,94,28.5,12.339063391953497
6.0,28.2,1008.4333333333334,216,82.375,90,28.6,12.327698986287723
6.0,28.1,1008.4833333333332,229,82.625,100,28.9,12.317717867605722
6.0,26.9,1008.5583333333334,274,82.875,100,28.0,12.309120035907494
6.0,27.1,1008.6458333333334,224,83.125,100,28.4,12.325278669078433
6.0,27.9,1008.6958333333332,209,83.375,100,28.5,12.366193767118537
6.0,28.1,1008.7416666666668,213,83.625,91,28.5,12.394936583948128
6.0,28.2,1008.7666666666668,217,83.875,100,28.6,12.411507119567212
6.0,28.2,1008.825,232,84.125,100,28.9,12.428200969874318
6.0,27.4,1008.8958333333334,246,84.375,71,27.8,12.445018134869445
6.0,27.1,1008.925,245,84.625,77,27.9,12.462167661636547
6.0,27.4,1008.9666666666668,250,84.875,95,28.0,9.325235919614322
6.0,27.0,1009.0208333333334,258,85.125,84,27.8,9.325235919614322
6.0,27.0,1009.0416666666666,258,85.375,68,27.2,9.325235919614322
6.0,27.0,1009.0416666666666,249,85.625,87,27.5,9.325235919614322
6.0,27.4,1009.0833333333334,246,85.875,71,27.8,9.325235919614322
6.0,27.2,1009.1375,246,86.125,81,28.0,9.325235919614322
6.0,27.2,1009.2,251,86.375,100,28.0,9.325235919614322
6.0,27.0,1009.2166666666668,260,86.625,94,27.5,9.325235919614322
6.0,26.9,1009.2541666666666,260,86.875,65,27.2,9.325235919614322
6.0,26.9,1009.2875,249,87.125,97,27.5,9.325235919614322
6.0,27.5,1009.3125,246,87.375,77,27.8,9.325235919614322
6.0,27.1,1009.35,246,87.625,83,27.9,9.325235919614322
6.0,27.4,1009.3833333333332,252,87.875,100,28.0,9.325235919614322
6.0,27.1,1009.4,263,88.125,98,27.8,9.325235919614322
6.0,26.9,1009.425,262,88.375,61,27.4,9.325235919614322
6.0,26.9,1009.4416666666666,250,88.625,97,27.6,9.325235919614322
6.125,27.5,1009.2875,246,80.125,77,27.9,9.325235919614322
6.125,27.1,1009.4375,247,80.25,73,27.8,9.325235919614322
6.125,27.1,1009.0666666666666,253,80.875,100,28.0,9.325235919614322
6.25,27.0,1010.5375,265,68.875,100,27.5,9.325235919614322
6.25,26.8,1010.5375,264,69.125,68,27.4,12.070067258118616
6.25,26.9,1010.5416666666666,252,69.375,94,27.8,12.057737020387483
6.25,27.5,1010.5416666666666,246,69.625,84,27.9,12.062034415177084
6.25,27.1,1010.5208333333334,247,69.875,75,27.8,12.083578042091226
6.25,27.0,1010.5,254,70.125,97,27.9,12.076521946840256
6.25,27.1,1010.4708333333332,267,70.375,100,27.5,12.069198456321097
6.25,27.0,1010.475,266,70.625,61,27.4,12.071285963835296
6.25,26.8,1010.4666666666668,253,70.875,97,28.0,12.074451892100011
6.25,27.5,1010.4583333333334,246,71.125,97,27.9,12.108968116683368
6.25,27.2,1010.4125,247,71.375,81,27.8,12.163844275870458
6.25,27.0,1010.3916666666668,255,71.625,100,27.8,12.215753192537486
6.25,27.0,1010.3791666666666,270,71.875,100,27.5,12.293456582907227
6.25,26.9,1010.3625,267,72.125,48,27.4,12.401749033637728
6.25,26.9,1010.3166666666666,253,72.375,90,28.0,12.37540940005498
6.25,27.5,1010.3125,245,72.625,97,27.9,11.730770362777632
6.25,27.2,1010.2833333333332,247,72.875,81,27.6,10.536603659658676
6.25,26.9,1010.2625,255,73.125,100,27.8,11.38322365552705
6.25,27.0,1010.2541666666666,271,73.375,100,27.5,13.334435433846732
6.25,26.8,1010.2416666666668,268,73.625,31,27.4,13.830930218098556
6.25,26.9,1010.2375,253,73.875,77,28.0,13.876800144723404
6.25,27.5,1010.2,246,74.125,90,27.9,12.954357655193334
6.25,27.2,1010.2083333333334,248,74.375,91,27.8,12.018506629443888
6.25,27.1,1010.15,256,74.625,97,27.6,11.883449758015686
6.25,27.1,1010.1166666666668,273,74.875,100,27.5,11.745480233329856
6.25,26.8,1010.1166666666668,271,75.125,61,27.4,11.738918167606313
6.25,26.6,1010.05,253,75.375,77,28.0,11.876302956001064
6.25,27.5,1010.025,245,75.625,94,27.9,12.01038495690431
6.25,27.2,1009.975,248,75.875,94,27.8,11.988984433333712
6.25,27.0,1009.925,257,76.125,94,27.5,11.98560627555145
6.25,27.1,1009.9,274,76.375,100,27.5,11.997628596450308
6.25,27.0,1009.8666666666668,273,76.625,68,27.4,12.01041199329246
6.25,26.9,1009.8125,253,76.875,90,28.0,12.05088729896891
6.25,27.5,1009.7708333333334,246,77.125,94,27.9,12.063996567781045
6.25,27.2,1009.7125,249,77.375,97,27.8,12.077941781747182
6.25,27.0,1009.6375,258,77.625,100,27.6,12.117288064864756
6.25,27.1,1009.5416666666666,276,77.875,97,27.6,12.121996207704896
6.25,26.8,1009.4458333333332,276,78.125,77,27.4,12.135980407156694
6.25,27.0,1009.3625,254,78.375,97,28.0,12.128914719838448
6.25,27.5,1009.3,246,78.625,90,27.9,12.137517882533636
6.25,27.4,1009.2583333333332,250,78.875,97,27.8,12.172736276295458
6.25,26.8,1009.2541666666666,260,79.125,100,27.6,12.18497665623314
6.25,27.1,1009.225,279,79.375,100,27.6,12.166315679346766
6.25,27.0,1009.2208333333332,281,79.625,84,27.5,12.149279341200527
6.25,27.0,1009.2875,255,80.125,100,27.9,12.18678650380012
6.25,27.5,1009.4208333333332,247,80.625,90,28.0,12.21818018311967
6.25,27.5,1008.9208333333332,251,80.875,100,27.9,12.574563500013424
6.25,27.0,1008.6083333333332,261,81.125,100,27.6,12.93094681690718
6.25,27.1,1008.3125,281,81.375,100,27.8,12.700759815498287
6.25,27.0,1008.3125,284,81.625,90,27.6,12.295686522954318
6.25,27.0,1007.3791666666666,256,81.875,100,27.9,12.32664970356456
6.25,27.5,1007.9791666666666,248,82.125,94,28.0,12.348625314030116
6.25,27.5,1008.0916666666668,251,82.375,97,28.0,12.343867348488455
6.25,27.0,1008.2416666666668,264,82.625,100,27.8,12.340492669930567
6.25,27.2,1008.3208333333332,284,82.875,100,27.6,12.333385443759324
6.25,27.0,1008.4,288,83.125,95,27.6,12.320155793836564
6.25,27.1,1008.4666666666668,257,83.375,100,27.9,12.330192003255984
6.25,27.5,1008.5625,248,83.625,94,28.0,12.358934820085578
6.25,27.4,1008.6125,252,83.875,97,28.0,12.407273678541111
6.25,26.8,1008.6791666666668,266,84.125,100,27.8,12.457845150929424
6.25,27.4,1008.75,286,84.375,100,27.8,12.476771615169303
6.25,27.1,1008.7833333333332,290,84.625,100,27.8,12.497352204308829
6.25,27.0,1008.8333333333334,258,84.875,100,27.8,9.325235919614322
6.25,27.5,1008.9,248,85.125,94,28.1,9.325235919614322
6.25,27.4,1008.9416666666666,253,85.375,100,28.0,9.325235919614322
6.25,27.0,1008.9541666666668,268,85.625,100,27.9,9.325235919614322
6.25,27.2,1009.0208333333334,288,85.875,100,27.8,9.325235919614322
