longitude,latitude,wind_direction_10m_dominant
74.875,17.5,314
75.125,17.5,315
75.375,17.5,304
75.625,17.5,346
75.875,17.5,332
76.125,17.5,316
76.375,17.5,310
76.625,17.5,313
76.875,17.5,302
77.125,17.5,346
77.375,17.5,331
77.625,17.5,311
77.875,17.5,308
78.125,17.5,312
78.375,17.5,300
78.625,17.5,345
78.875,17.5,330
79.125,17.5,306
79.375,17.5,308
79.625,17.5,312
79.875,17.5,298
80.125,17.5,343
80.375,17.5,327
80.625,17.5,302
80.875,17.5,307
81.125,17.5,310
82.375,17.5,296
82.625,17.5,341
82.875,17.5,326
83.625,17.5,301
83.875,17.5,306
84.125,17.5,309
84.375,17.5,294
84.625,17.5,340
84.875,17.5,325
85.125,17.5,302
85.375,17.5,304
85.625,17.5,308
85.875,17.5,293
86.125,17.5,341
86.375,17.5,321
86.625,17.5,302
86.875,17.5,301
87.125,17.5,307
87.375,17.5,291
87.625,17.5,340
87.875,17.5,319
88.125,17.5,302
88.375,17.5,302
88.625,17.5,305
73.5,17.625,290
73.875,17.625,340
81.25,17.625,319
81.75,17.625,301
81.875,17.625,301
82.0,17.625,304
83.0,17.625,289
83.25,17.625,342
68.875,17.75,318
69.125,17.75,301
69.375,17.75,299
69.625,17.75,303
69.875,17.75,287
70.125,17.75,344
70.375,17.75,320
70.625,17.75,301
70.875,17.75,294
71.125,17.75,301
71.375,17.75,286
71.625,17.75,340
71.875,17.75,321
72.125,17.75,301
72.375,17.75,293
72.625,17.75,300
72.875,17.75,285
73.125,17.75,328
73.375,17.75,321
74.0,17.75,300
74.25,17.75,290
74.375,17.75,299
74.625,17.75,284
74.875,17.75,310
75.125,17.75,324
75.375,17.75,302
75.625,17.75,287
75.875,17.75,298
76.125,17.75,283
76.375,17.75,301
76.625,17.75,325
77.125,17.75,304
77.375,17.75,286
77.625,17.75,298
77.875,17.75,282
78.125,17.75,292
78.375,17.75,326
78.625,17.75,308
78.875,17.75,283
79.125,17.75,296
79.375,17.75,281
79.625,17.75,289
79.875,17.75,327
80.125,17.75,310
80.625,17.75,280
80.875,17.75,295
81.125,17.75,280
81.375,17.75,294
81.875,17.75,327
82.625,17.75,312
82.875,17.75,280
83.125,17.75,294
83.375,17.75,279
83.625,17.75,326
83.875,17.75,331
84.125,17.75,314
84.375,17.75,281
84.625,17.75,294
84.875,17.75,278
85.125,17.75,340
85.375,17.75,334
85.625,17.75,315
85.875,17.75,281
86.125,17.75,293
86.375,17.75,277
86.625,17.75,348
86.875,17.75,334
87.125,17.75,314
87.375,17.75,279
87.625,17.75,293
87.875,17.75,275
88.125,17.75,349
88.375,17.75,337
88.625,17.75,321
73.5,17.875,275
76.875,17.875,290
80.25,17.875,271
81.5,17.875,346
82.125,17.875,338
82.5,17.875,331
68.875,18.0,274
69.125,18.0,287
69.375,18.0,269
69.625,18.0,345
69.875,18.0,336
70.125,18.0,334
70.375,18.0,271
70.625,18.0,284
70.875,18.0,267
71.125,18.0,345
71.375,18.0,335
71.625,18.0,335
71.875,18.0,268
72.125,18.0,279
72.375,18.0,262
72.625,18.0,345
73.875,18.0,333
74.375,18.0,334
74.625,18.0,268
74.875,18.0,276
75.125,18.0,260
75.375,18.0,344
75.625,18.0,333
75.875,18.0,334
76.125,18.0,268
76.375,18.0,276
76.625,18.0,258
76.875,18.0,343
77.125,18.0,333
77.375,18.0,332
77.625,18.0,271
77.875,18.0,272
78.125,18.0,254
78.375,18.0,344
78.625,18.0,332
78.875,18.0,327
79.125,18.0,283
79.375,18.0,270
79.625,18.0,251
79.875,18.0,347
80.125,18.0,332
80.375,18.0,329
80.625,18.0,285
80.875,18.0,243
81.125,18.0,244
81.375,18.0,347
81.625,18.0,331
82.625,18.0,329
83.375,18.0,250
83.5,18.0,178
83.875,18.0,228
84.125,18.0,347
84.375,18.0,325
84.625,18.0,349
84.875,18.0,139
85.125,18.0,178
85.375,18.0,206
85.625,18.0,348
85.875,18.0,318
86.125,18.0,328
86.375,18.0,168
86.625,18.0,185
86.875,18.0,206
87.125,18.0,342
87.375,18.0,293
87.625,18.0,291
87.875,18.0,233
88.125,18.0,246
88.375,18.0,246
88.625,18.0,357
73.0,18.125,275
73.5,18.125,269
73.875,18.125,258
74.0,18.125,252
81.875,18.125,249
82.0,18.125,345
82.25,18.125,330
82.875,18.125,292
83.125,18.125,216
68.875,18.25,99
69.125,18.25,261
69.375,18.25,317
69.625,18.25,299
69.875,18.25,296
70.125,18.25,238
70.375,18.25,184
70.625,18.25,159
70.875,18.25,322
71.125,18.25,292
71.375,18.25,294
71.625,18.25,245
71.875,18.25,169
72.125,18.25,154
72.375,18.25,340
72.625,18.25,283
73.0,18.25,286
73.125,18.25,249
74.125,18.25,190
74.375,18.25,87
74.625,18.25,355
74.875,18.25,279
75.125,18.25,287
75.375,18.25,246
75.625,18.25,195
75.875,18.25,186
76.125,18.25,10
76.375,18.25,272
76.625,18.25,282
76.875,18.25,254
77.125,18.25,211
77.375,18.25,206
77.625,18.25,16
77.875,18.25,263
78.125,18.25,279
78.375,18.25,254
78.625,18.25,221
78.875,18.25,218
79.125,18.25,49
79.375,18.25,252
79.625,18.25,274
79.875,18.25,255
80.125,18.25,222
80.375,18.25,220
80.625,18.25,87
80.875,18.25,245
81.125,18.25,271
81.625,18.25,253
81.875,18.25,224
82.125,18.25,222
83.125,18.25,124
83.375,18.25,236
83.625,18.25,265
83.875,18.25,249
84.375,18.25,226
84.625,18.25,223
84.875,18.25,128
85.125,18.25,226
85.375,18.25,257
85.625,18.25,247
85.875,18.25,224
86.125,18.25,222
86.375,18.25,126
86.625,18.25,218
86.875,18.25,251
87.125,18.25,245
87.375,18.25,222
87.625,18.25,220
87.875,18.25,124
88.125,18.25,209
88.375,18.25,242
88.625,18.25,242
73.25,18.375,218
73.5,18.375,216
81.375,18.375,128
82.5,18.375,205
83.0,18.375,235
84.0,18.375,237
68.875,18.5,215
69.125,18.5,216
69.375,18.5,129
69.625,18.5,202
69.875,18.5,230
70.125,18.5,233
70.375,18.5,212
70.625,18.5,216
70.875,18.5,128
71.125,18.5,197
71.375,18.5,222
71.625,18.5,227
71.875,18.5,208
72.125,18.5,212
72.375,18.5,131
72.625,18.5,195
73.0,18.5,214
73.375,18.5,221
74.125,18.5,204
74.375,18.5,209
74.625,18.5,132
74.875,18.5,190
75.125,18.5,206
75.375,18.5,215
75.625,18.5,200
75.875,18.5,204
76.125,18.5,133
76.375,18.5,188
76.625,18.5,201
76.875,18.5,211
77.125,18.5,196
77.375,18.5,202
77.625,18.5,134
77.875,18.5,186
78.125,18.5,196
78.375,18.5,207
78.625,18.5,192
78.875,18.5,202
79.125,18.5,133
79.375,18.5,179
79.625,18.5,186
79.875,18.5,199
80.125,18.5,186
80.375,18.5,201
80.625,18.5,134
80.875,18.5,177
81.125,18.5,183
81.625,18.5,196
81.875,18.5,184
82.125,18.5,202
82.625,18.5,135
82.875,18.5,173
83.125,18.5,177
83.375,18.5,189
83.625,18.5,179
83.875,18.5,196
84.625,18.5,137
84.875,18.5,171
85.125,18.5,172
85.375,18.5,182
85.625,18.5,176
85.875,18.5,196
86.125,18.5,138
86.375,18.5,169
86.625,18.5,168
86.875,18.5,177
87.125,18.5,173
87.375,18.5,195
87.625,18.5,137
87.875,18.5,164
88.125,18.5,163
88.375,18.5,170
88.625,18.5,167
73.25,18.625,192
73.75,18.625,137
74.0,18.625,162
80.25,18.625,160
81.0,18.625,166
81.25,18.625,163
82.25,18.625,194
83.0,18.625,138
84.125,18.625,157
84.25,18.625,156
68.875,18.75,158
69.125,18.75,158
69.375,18.75,196
69.625,18.75,136
69.875,18.75,154
70.125,18.75,153
70.375,18.75,154
70.625,18.75,155
70.875,18.75,187
71.125,18.75,136
71.375,18.75,153
71.625,18.75,151
71.875,18.75,153
72.125,18.75,153
72.375,18.75,178
72.625,18.75,137
73.0,18.75,149
73.125,18.75,145
73.625,18.75,149
73.875,18.75,150
74.125,18.75,166
74.375,18.75,15
74.625,18.75,1
74.875,18.75,346
75.125,18.75,338
75.375,18.75,336
75.625,18.75,327
75.875,18.75,12
76.125,18.75,356
76.375,18.75,346
76.625,18.75,337
76.875,18.75,335
77.125,18.75,324
77.375,18.75,11
77.625,18.75,353
77.875,18.75,345
78.125,18.75,337
78.375,18.75,334
78.625,18.75,322
78.875,18.75,9
79.125,18.75,352
79.375,18.75,344
79.625,18.75,336
79.875,18.75,333
80.125,18.75,321
80.625,18.75,4
80.875,18.75,348
81.375,18.75,343
81.625,18.75,335
81.875,18.75,332
82.125,18.75,318
82.375,18.75,2
83.5,18.75,345
83.75,18.75,340
84.125,18.75,336
84.375,18.75,331
84.875,18.75,317
85.125,18.75,360
85.375,18.75,342
85.625,18.75,336
85.875,18.75,336
86.125,18.75,330
86.375,18.75,316
86.625,18.75,353
86.875,18.75,338
87.125,18.75,334
87.375,18.75,333
87.625,18.75,326
87.875,18.75,315
88.125,18.75,350
88.375,18.75,337
88.625,18.75,334
73.25,18.875,331
75.25,18.875,324
82.625,18.875,314
82.75,18.875,349
83.0,18.875,338
83.375,18.875,336
84.5,18.875,329
68.875,19.0,323
69.125,19.0,313
69.375,19.0,349
69.625,19.0,337
69.875,19.0,333
70.125,19.0,323
70.375,19.0,321
70.625,19.0,309
70.875,19.0,350
71.125,19.0,336
71.375,19.0,328
71.625,19.0,322
71.875,19.0,319
72.125,19.0,308
72.375,19.0,348
72.625,19.0,337
73.125,19.0,323
73.625,19.0,320
73.875,19.0,318
74.125,19.0,306
74.375,19.0,347
74.625,19.0,336
74.875,19.0,317
75.375,19.0,315
75.625,19.0,315
75.875,19.0,303
76.125,19.0,347
76.375,19.0,334
76.625,19.0,315
76.875,19.0,313
77.125,19.0,313
77.375,19.0,302
77.625,19.0,346
77.875,19.0,332
78.125,19.0,310
78.375,19.0,311
78.625,19.0,313
78.875,19.0,300
79.125,19.0,342
79.375,19.0,329
79.625,19.0,303
79.875,19.0,312
80.125,19.0,311
80.375,19.0,297
80.625,19.0,341
80.875,19.0,329
81.125,19.0,303
81.375,19.0,311
81.625,19.0,310
81.875,19.0,295
82.125,19.0,340
82.375,19.0,328
82.625,19.0,303
83.375,19.0,310
84.375,19.0,310
84.625,19.0,294
85.125,19.0,339
85.375,19.0,325
85.625,19.0,305
85.875,19.0,309
86.125,19.0,307
86.375,19.0,291
86.625,19.0,339
86.875,19.0,323
87.125,19.0,304
87.375,19.0,308
87.625,19.0,306
87.875,19.0,290
88.125,19.0,339
88.375,19.0,322
88.625,19.0,304
72.875,19.125,306
80.875,19.125,305
82.75,19.125,289
83.25,19.125,339
83.5,19.125,322
83.75,19.125,302
84.125,19.125,301
84.75,19.125,303
68.875,19.25,287
69.125,19.25,339
69.375,19.25,323
69.625,19.25,302
69.875,19.25,299
70.125,19.25,302
70.375,19.25,286
70.625,19.25,336
70.875,19.25,324
71.125,19.25,302
71.375,19.25,298
71.625,19.25,301
71.875,19.25,286
72.125,19.25,317
72.375,19.25,325
72.625,19.25,302
72.875,19.25,295
73.125,19.25,300
73.375,19.25,284
73.875,19.25,307
74.125,19.25,325
74.625,19.25,302
74.875,19.25,293
75.125,19.25,299
75.375,19.25,283
75.625,19.25,295
75.875,19.25,327
76.125,19.25,303
76.375,19.25,291
76.625,19.25,299
76.875,19.25,281
77.125,19.25,287
77.375,19.25,328
77.625,19.25,306
77.875,19.25,287
78.125,19.25,297
78.375,19.25,280
78.625,19.25,278
78.875,19.25,328
79.125,19.25,309
79.375,19.25,285
79.625,19.25,296
79.875,19.25,280
80.125,19.25,270
80.375,19.25,328
80.625,19.25,311
81.125,19.25,283
81.375,19.25,295
81.625,19.25,279
81.875,19.25,283
82.125,19.25,328
82.375,19.25,314
82.625,19.25,281
82.875,19.25,295
83.125,19.25,279
84.625,19.25,307
84.875,19.25,331
85.375,19.25,314
85.625,19.25,281
85.875,19.25,295
86.125,19.25,278
86.375,19.25,338
86.625,19.25,335
86.875,19.25,313
87.125,19.25,278
87.375,19.25,296
87.625,19.25,276
87.875,19.25,348
88.125,19.25,334
88.375,19.25,297
88.625,19.25,276
73.5,19.375,294
74.0,19.375,274
74.5,19.375,350
78.25,19.375,337
83.375,19.375,308
84.25,19.375,275
85.0,19.375,291
68.875,19.5,271
69.125,19.5,350
69.375,19.5,339
69.625,19.5,331
69.875,19.5,271
70.125,19.5,285
70.375,19.5,268
70.625,19.5,349
70.875,19.5,339
71.125,19.5,335
71.375,19.5,269
71.625,19.5,281
71.875,19.5,265
72.125,19.5,347
72.375,19.5,336
72.875,19.5,334
73.125,19.5,265
73.375,19.5,273
74.0,19.5,260
74.375,19.5,347
74.625,19.5,336
74.875,19.5,333
75.125,19.5,266
75.375,19.5,269
75.625,19.5,258
75.875,19.5,346
76.125,19.5,335
76.375,19.5,333
76.625,19.5,269
76.875,19.5,267
77.125,19.5,255
77.375,19.5,346
77.625,19.5,335
77.875,19.5,329
78.125,19.5,269
78.625,19.5,261
78.875,19.5,249
79.125,19.5,348
79.375,19.5,336
79.625,19.5,327
79.875,19.5,272
80.125,19.5,250
80.375,19.5,244
80.625,19.5,350
81.125,19.5,333
81.375,19.5,328
81.625,19.5,256
81.875,19.5,194
82.125,19.5,223
82.375,19.5,347
82.5,19.5,329
83.125,19.5,330
83.625,19.5,193
83.875,19.5,179
84.125,19.5,209
84.375,19.5,343
84.625,19.5,322
84.875,19.5,332
85.625,19.5,165
85.875,19.5,179
86.125,19.5,205
86.375,19.5,353
86.625,19.5,309
86.875,19.5,289
87.125,19.5,183
87.375,19.5,185
87.625,19.5,204
87.875,19.5,12
88.125,19.5,300
88.375,19.5,278
88.625,19.5,224
72.75,19.625,217
73.5,19.625,216
80.75,19.625,354
82.75,19.625,285
85.375,19.625,273
68.875,19.75,252
69.125,19.75,249
69.375,19.75,238
69.625,19.75,325
69.875,19.75,303
70.125,19.75,302
70.375,19.75,291
70.625,19.75,188
70.875,19.75,234
71.125,19.75,321
71.375,19.75,287
71.625,19.75,289
71.875,19.75,264
72.125,19.75,186
72.375,19.75,208
72.875,19.75,321
73.125,19.75,289
73.625,19.75,291
74.125,19.75,263
74.375,19.75,194
74.625,19.75,93
74.875,19.75,340
75.125,19.75,283
75.625,19.75,286
75.875,19.75,249
76.125,19.75,190
76.375,19.75,87
76.625,19.75,7
76.875,19.75,280
77.125,19.75,283
77.375,19.75,258
77.875,19.75,226
78.125,19.75,162
78.375,19.75,31
78.625,19.75,271
78.875,19.75,278
79.125,19.75,260
79.375,19.75,226
79.625,19.75,193
79.875,19.75,42
80.125,19.75,263
80.375,19.75,276
80.625,19.75,259
80.875,19.75,222
81.125,19.75,202
81.375,19.75,59
81.625,19.75,254
81.875,19.75,274
82.125,19.75,258
82.625,19.75,221
82.875,19.75,208
83.375,19.75,88
83.625,19.75,239
83.875,19.75,269
84.375,19.75,256
84.625,19.75,218
84.875,19.75,211
85.125,19.75,107
85.625,19.75,229
86.375,19.75,262
86.625,19.75,252
86.875,19.75,220
87.125,19.75,216
87.375,19.75,114
87.625,19.75,217
87.875,19.75,254
88.125,19.75,249
88.375,19.75,220
88.625,19.75,216
72.75,19.875,117
73.25,19.875,212
73.625,19.875,249
73.75,19.875,246
75.375,19.875,220
77.5,19.875,216
82.375,19.875,121
83.125,19.875,206
84.125,19.875,241
85.75,19.875,242
86.125,19.875,218
68.875,20.0,214
69.125,20.0,121
69.375,20.0,198
69.625,20.0,232
69.875,20.0,238
70.125,20.0,214
70.375,20.0,212
70.625,20.0,119
70.875,20.0,191
71.125,20.0,225
71.375,20.0,233
71.625,20.0,210
71.875,20.0,210
72.125,20.0,120
72.375,20.0,185
73.125,20.0,216
73.375,20.0,227
73.875,20.0,206
74.125,20.0,207
74.375,20.0,123
74.625,20.0,184
74.875,20.0,210
75.125,20.0,220
75.375,20.0,201
75.625,20.0,206
75.875,20.0,125
76.125,20.0,183
76.375,20.0,205
76.625,20.0,214
76.875,20.0,198
77.125,20.0,203
77.375,20.0,125
77.625,20.0,179
77.875,20.0,198
78.125,20.0,207
78.375,20.0,194
78.625,20.0,198
78.875,20.0,129
79.125,20.0,178
79.375,20.0,191
79.625,20.0,201
79.875,20.0,189
80.125,20.0,197
80.375,20.0,129
80.625,20.0,173
80.875,20.0,184
81.375,20.0,195
81.625,20.0,184
81.875,20.0,197
82.125,20.0,130
82.375,20.0,171
82.625,20.0,180
82.875,20.0,192
83.125,20.0,182
83.375,20.0,198
83.75,20.0,131
84.125,20.0,170
84.25,20.0,176
84.875,20.0,188
85.125,20.0,179
85.375,20.0,197
85.625,20.0,130
85.875,20.0,164
86.125,20.0,168
86.375,20.0,178
86.875,20.0,171
87.125,20.0,193
87.375,20.0,131
87.625,20.0,162
87.875,20.0,164
88.125,20.0,173
88.375,20.0,168
88.625,20.0,191
73.0,20.125,131
81.0,20.125,157
83.625,20.125,159
84.5,20.125,165
85.0,20.125,162
86.5,20.125,188
68.875,20.25,133
69.125,20.25,155
69.375,20.25,157
69.625,20.25,160
69.875,20.25,158
70.125,20.25,185
70.375,20.25,133
70.625,20.25,153
70.875,20.25,155
71.125,20.25,157
71.375,20.25,156
71.625,20.25,186
71.875,20.25,132
72.125,20.25,151
72.375,20.25,151
72.75,20.25,153
72.875,20.25,153
73.125,20.25,181
73.375,20.25,133
73.625,20.25,150
73.875,20.25,149
74.125,20.25,152
74.375,20.25,151
74.625,20.25,171
75.125,20.25,134
75.375,20.25,146
75.625,20.25,145
75.875,20.25,148
76.125,20.25,148
76.375,20.25,159
76.625,20.25,14
76.875,20.25,4
77.125,20.25,350
77.375,20.25,340
77.625,20.25,339
77.875,20.25,327
78.125,20.25,11
78.375,20.25,359
78.625,20.25,348
78.875,20.25,338
79.125,20.25,336
79.375,20.25,325
79.625,20.25,9
79.875,20.25,355
80.125,20.25,348
80.375,20.25,340
80.625,20.25,335
80.875,20.25,322
81.125,20.25,8
81.375,20.25,355
81.625,20.25,348
82.125,20.25,340
82.375,20.25,335
82.625,20.25,320
82.875,20.25,4
83.125,20.25,350
83.375,20.25,347
83.875,20.25,338
84.125,20.25,333
84.375,20.25,318
84.875,20.25,2
85.375,20.25,346
85.625,20.25,343
85.875,20.25,341
86.125,20.25,331
86.375,20.25,318
87.125,20.25,360
87.375,20.25,343
87.625,20.25,339
87.875,20.25,341
88.125,20.25,329
88.375,20.25,318
88.625,20.25,356
72.875,20.375,340
74.75,20.375,336
82.0,20.375,337
83.625,20.375,326
84.25,20.375,317
86.75,20.375,350
68.875,20.5,340
69.125,20.5,336
69.375,20.5,335
69.625,20.5,324
69.875,20.5,315
70.125,20.5,348
70.375,20.5,342
70.625,20.5,336
70.875,20.5,332
71.125,20.5,323
71.375,20.5,312
71.625,20.5,348
71.875,20.5,342
72.125,20.5,334
72.375,20.5,330
72.625,20.5,321
73.125,20.5,310
73.375,20.5,349
73.625,20.5,341
73.875,20.5,325
74.375,20.5,329
74.625,20.5,319
74.875,20.5,307
75.125,20.5,347
75.375,20.5,340
75.75,20.5,320
75.875,20.5,325
76.125,20.5,317
76.375,20.5,304
76.625,20.5,347
76.875,20.5,339
77.125,20.5,317
77.375,20.5,322
77.625,20.5,316
77.875,20.5,303
78.375,20.5,346
78.625,20.5,335
78.875,20.5,310
79.125,20.5,319
79.375,20.5,314
79.625,20.5,301
79.875,20.5,344
80.125,20.5,331
80.375,20.5,305
80.625,20.5,316
80.875,20.5,313
81.125,20.5,298
81.375,20.5,342
81.625,20.5,330
81.875,20.5,304
82.125,20.5,316
82.625,20.5,312
82.875,20.5,297
83.125,20.5,339
83.375,20.5,330
83.625,20.5,306
83.875,20.5,316
84.125,20.5,311
84.625,20.5,295
85.0,20.5,339
85.375,20.5,328
85.625,20.5,307
85.875,20.5,313
86.125,20.5,309
86.375,20.5,293
86.625,20.5,336
87.125,20.5,326
87.375,20.5,307
87.625,20.5,312
87.875,20.5,307
88.125,20.5,291
88.375,20.5,337
88.625,20.5,325
74.0,20.625,305
78.125,20.625,311
82.5,20.625,306
85.125,20.625,289
68.875,20.75,338
69.125,20.75,324
69.375,20.75,303
69.625,20.75,306
69.875,20.75,304
70.125,20.75,288
70.75,20.75,337
71.0,20.75,324
71.625,20.75,303
71.875,20.75,304
72.125,20.75,303
72.375,20.75,286
72.625,20.75,336
73.125,20.75,325
73.375,20.75,303
74.0,20.75,303
74.25,20.75,302
74.625,20.75,285
74.875,20.75,326
75.125,20.75,327
75.375,20.75,303
75.625,20.75,299
75.875,20.75,301
76.125,20.75,284
76.375,20.75,309
76.625,20.75,328
76.875,20.75,303
77.125,20.75,298
77.375,20.75,300
77.625,20.75,282
77.875,20.75,296
78.125,20.75,328
78.375,20.75,303
78.625,20.75,296
78.875,20.75,299
79.125,20.75,281
79.375,20.75,286
79.625,20.75,327
79.875,20.75,304
80.125,20.75,295
80.375,20.75,299
80.625,20.75,281
80.875,20.75,277
81.125,20.75,329
81.375,20.75,307
81.625,20.75,292
81.875,20.75,297
82.125,20.75,279
82.375,20.75,269
82.625,20.75,329
83.125,20.75,310
83.375,20.75,289
83.625,20.75,295
83.875,20.75,279
84.125,20.75,263
84.375,20.75,328
84.75,20.75,311
84.875,20.75,287
85.125,20.75,295
85.375,20.75,279
85.625,20.75,266
85.875,20.75,331
86.125,20.75,317
86.375,20.75,286
86.625,20.75,297
86.875,20.75,277
87.125,20.75,284
87.375,20.75,333
87.625,20.75,316
87.875,20.75,283
88.125,20.75,298
88.375,20.75,276
88.625,20.75,330
70.5,20.875,337
71.375,20.875,309
72.875,20.875,280
73.5,20.875,298
73.75,20.875,275
82.875,20.875,349
86.75,20.875,334
68.875,21.0,274
69.125,21.0,276
69.375,21.0,293
69.625,21.0,275
69.875,21.0,355
70.375,21.0,336
70.625,21.0,297
70.875,21.0,273
71.125,21.0,287
71.375,21.0,273
71.625,21.0,355
72.125,21.0,342
72.375,21.0,326
72.75,21.0,265
72.875,21.0,275
73.125,21.0,268
73.375,21.0,351
73.625,21.0,341
73.75,21.0,333
74.125,21.0,262
74.375,21.0,268
74.625,21.0,262
74.875,21.0,350
75.125,21.0,339
75.375,21.0,330
75.625,21.0,262
75.875,21.0,263
76.125,21.0,258
76.375,21.0,349
76.625,21.0,338
76.875,21.0,331
77.125,21.0,265
77.375,21.0,253
77.625,21.0,253
77.875,21.0,348
78.125,21.0,337
78.375,21.0,331
78.75,21.0,271
79.125,21.0,252
79.375,21.0,249
79.625,21.0,348
79.875,21.0,338
80.125,21.0,328
80.375,21.0,274
80.625,21.0,250
80.875,21.0,246
81.125,21.0,350
81.375,21.0,338
81.625,21.0,328
81.875,21.0,280
82.125,21.0,242
82.375,21.0,239
82.625,21.0,350
82.875,21.0,333
83.125,21.0,328
83.375,21.0,256
83.625,21.0,194
83.875,21.0,223
84.125,21.0,345
84.375,21.0,329
84.875,21.0,324
85.125,21.0,227
85.375,21.0,192
85.625,21.0,208
85.875,21.0,345
86.125,21.0,321
86.375,21.0,311
86.625,21.0,202
87.125,21.0,192
87.375,21.0,205
87.625,21.0,349
87.875,21.0,314
88.125,21.0,289
88.375,21.0,206
88.625,21.0,197
70.125,21.125,207
71.75,21.125,357
78.625,21.125,296
84.625,21.125,277
68.875,5.25,244
69.125,5.25,235
69.375,5.25,227
69.625,5.25,332
69.875,5.25,287
70.125,5.25,278
70.375,5.25,265
70.625,5.25,263
70.875,5.25,254
71.125,5.25,334
71.375,5.25,286
71.625,5.25,277
71.875,5.25,270
72.125,5.25,248
72.375,5.25,250
72.625,5.25,332
72.875,5.25,285
73.125,5.25,277
73.375,5.25,271
73.625,5.25,232
73.875,5.25,26
74.125,5.25,350
74.375,5.25,283
74.625,5.25,278
74.875,5.25,271
75.125,5.25,211
75.375,5.25,54
75.625,5.25,13
75.875,5.25,290
76.125,5.25,279
76.375,5.25,270
76.625,5.25,221
76.875,5.25,82
77.125,5.25,25
77.375,5.25,284
77.625,5.25,280
77.875,5.25,265
78.125,5.25,235
78.375,5.25,153
78.625,5.25,34
78.875,5.25,277
79.125,5.25,279
79.375,5.25,263
79.625,5.25,237
79.875,5.25,175
80.125,5.25,53
80.375,5.25,263
80.625,5.25,276
80.875,5.25,261
81.125,5.25,230
81.375,5.25,187
81.625,5.25,67
81.875,5.25,251
82.125,5.25,273
82.375,5.25,259
82.625,5.25,228
82.875,5.25,195
83.125,5.25,91
83.375,5.25,230
83.625,5.25,266
83.875,5.25,255
84.125,5.25,219
84.375,5.25,205
84.625,5.25,97
84.875,5.25,218
85.125,5.25,260
85.375,5.25,253
85.625,5.25,217
85.875,5.25,204
86.125,5.25,102
86.375,5.25,211
86.625,5.25,254
86.875,5.25,251
87.125,5.25,215
87.375,5.25,207
87.625,5.25,108
87.875,5.25,201
88.125,5.25,243
88.375,5.25,245
88.625,5.25,215
68.875,5.5,209
69.125,5.5,110
69.375,5.5,196
69.625,5.5,238
69.875,5.5,242
70.125,5.5,214
70.375,5.5,208
70.625,5.5,112
70.875,5.5,188
71.125,5.5,228
71.375,5.5,237
71.625,5.5,210
71.875,5.5,205
72.125,5.5,114
72.375,5.5,184
72.625,5.5,222
72.875,5.5,233
73.125,5.5,208
73.375,5.5,205
73.625,5.5,117
73.875,5.5,182
74.125,5.5,214
74.375,5.5,226
74.625,5.5,205
74.875,5.5,204
75.125,5.5,119
75.375,5.5,176
75.625,5.5,207
75.875,5.5,219
76.125,5.5,200
76.375,5.5,203
76.625,5.5,120
76.875,5.5,175
77.125,5.5,202
77.375,5.5,214
77.625,5.5,196
77.875,5.5,201
78.125,5.5,121
78.375,5.5,170
78.625,5.5,191
78.875,5.5,201
79.125,5.5,190
79.375,5.5,195
79.625,5.5,122
79.875,5.5,169
80.125,5.5,187
80.375,5.5,195
80.625,5.5,187
80.875,5.5,193
81.125,5.5,123
81.375,5.5,167
81.625,5.5,182
81.875,5.5,191
82.125,5.5,183
82.375,5.5,193
82.625,5.5,123
82.875,5.5,164
83.125,5.5,175
83.375,5.5,185
83.625,5.5,178
83.875,5.5,192
84.125,5.5,126
84.375,5.5,163
84.625,5.5,171
84.875,5.5,182
85.125,5.5,174
85.375,5.5,194
85.625,5.5,125
85.875,5.5,159
86.125,5.5,165
86.375,5.5,175
86.625,5.5,169
86.875,5.5,189
87.125,5.5,127
87.375,5.5,157
87.625,5.5,162
87.875,5.5,170
88.125,5.5,166
88.375,5.5,188
88.625,5.5,129
68.875,5.75,155
69.125,5.75,159
69.375,5.75,164
69.625,5.75,160
69.875,5.75,187
70.125,5.75,127
70.375,5.75,150
70.625,5.75,154
70.875,5.75,157
71.125,5.75,155
71.375,5.75,178
71.625,5.75,127
71.875,5.75,149
72.125,5.75,152
72.375,5.75,154
72.625,5.75,153
72.875,5.75,174
73.125,5.75,127
73.375,5.75,146
73.625,5.75,149
73.875,5.75,151
74.125,5.75,151
74.375,5.75,166
74.625,5.75,129
74.875,5.75,145
75.125,5.75,146
75.375,5.75,150
75.625,5.75,149
75.875,5.75,157
76.125,5.75,129
76.375,5.75,143
76.625,5.75,143
76.875,5.75,146
77.125,5.75,144
77.375,5.75,150
77.625,5.75,13
77.875,5.75,5
78.125,5.75,353
78.375,5.75,343
78.625,5.75,339
78.875,5.75,325
79.125,5.75,11
79.375,5.75,3
79.625,5.75,352
79.875,5.75,343
80.125,5.75,338
80.375,5.75,324
80.625,5.75,8
80.875,5.75,358
81.125,5.75,353
81.375,5.75,345
81.625,5.75,336
81.875,5.75,322
82.125,5.75,6
82.375,5.75,355
82.625,5.75,351
82.875,5.75,344
83.125,5.75,334
83.375,5.75,321
83.625,5.75,4
83.875,5.75,351
84.125,5.75,349
84.375,5.75,346
84.625,5.75,332
84.875,5.75,321
85.125,5.75,1
85.375,5.75,346
85.625,5.75,347
85.875,5.75,348
86.125,5.75,329
86.375,5.75,321
86.625,5.75,358
86.875,5.75,345
