Latitude,temperature_2m_min,pressure_msl,wind_direction_10m_dominant,Longitude,precipitation_probability_max,temperature_2m_max,TP
6.0,28.2,1009.7333333333332,211,77.125,100,28.8,14.286876521578307
6.0,28.1,1009.6833333333334,212,77.375,100,28.6,14.392541109819817
6.0,28.2,1009.6666666666666,226,77.625,100,29.1,14.446489637509622
6.0,26.0,1009.6291666666666,252,77.875,100,28.6,14.448722104647723
6.0,26.2,1009.6291666666666,231,78.125,100,28.6,14.473604388343972
6.0,27.8,1009.6208333333334,228,78.375,100,28.6,14.521136488598367
6.0,28.1,1009.6125,209,78.625,100,28.8,14.529460543155729
6.0,28.2,1009.6083333333332,211,78.875,100,28.6,14.49857655201606
6.0,28.4,1009.6166666666668,224,79.125,100,29.1,14.713961257479344
6.0,26.9,1009.6208333333334,253,79.375,98,28.8,15.175614659545582
6.0,26.5,1009.6166666666668,229,79.625,100,28.5,15.439574838921088
6.0,27.5,1009.7125,224,79.875,100,28.5,15.50584179560586
6.0,28.0,1009.9625,208,80.375,100,28.5,15.309629409002826
6.0,28.1,1009.7833333333332,211,80.625,100,28.5,15.156732165705876
6.0,28.1,1009.5833333333334,223,81.125,100,29.0,14.978262238364229
6.0,27.2,1009.0125,254,81.375,98,28.6,15.080014113571783
6.0,26.4,1009.0125,228,81.625,100,28.5,14.979356707764063
6.0,27.8,1009.1875,223,81.875,100,28.5,14.676290020941073
6.0,28.0,1009.1291666666666,208,82.125,100,28.5,14.82753113826932
6.0,28.0,1009.0916666666668,211,82.375,94,28.5,15.433080059748807
6.0,28.2,1009.0791666666668,222,82.625,100,29.0,15.698653671453712
6.0,27.4,1009.075,256,82.875,100,28.6,15.624251973384032
6.0,26.5,1009.075,227,83.125,100,28.5,15.630963588308983
6.0,28.0,1009.0833333333334,222,83.375,100,28.5,15.718788516228567
6.0,28.0,1009.0666666666666,210,83.625,91,28.4,15.765135875222468
6.0,27.9,1009.0541666666668,210,83.875,84,28.5,15.770005665290682
6.0,28.1,1009.0833333333334,220,84.125,100,28.9,15.774757844667771
6.0,27.4,1009.0958333333332,256,84.375,100,28.6,15.779392413353731
6.0,26.4,1009.1083333333332,228,84.625,100,28.5,15.784241048143304
6.0,27.9,1009.0958333333332,222,84.875,98,28.4,9.956565069059941
6.0,28.0,1009.125,211,85.125,97,28.2,9.956565069059941
6.0,27.5,1009.1375,210,85.375,84,28.5,9.956565069059941
6.0,28.1,1009.1375,218,85.625,98,28.8,9.956565069059941
6.0,27.0,1009.1541666666668,257,85.875,90,28.5,9.956565069059941
6.0,26.5,1009.1666666666666,228,86.125,100,28.2,9.956565069059941
6.0,27.9,1009.1833333333334,221,86.375,100,28.2,9.956565069059941
6.0,27.9,1009.2041666666668,211,86.625,97,28.2,9.956565069059941
6.0,27.6,1009.2416666666668,208,86.875,87,28.4,9.956565069059941
6.0,28.0,1009.2708333333334,217,87.125,100,28.8,9.956565069059941
6.0,27.2,1009.3,256,87.375,93,28.5,9.956565069059941
6.0,27.0,1009.3041666666668,227,87.625,100,28.4,9.956565069059941
6.0,27.5,1009.325,222,87.875,100,28.2,9.956565069059941
6.0,27.8,1009.3125,211,88.125,97,28.1,9.956565069059941
6.0,27.5,1009.2958333333332,209,88.375,100,28.2,9.956565069059941
6.0,27.6,1009.3041666666668,216,88.625,100,28.5,9.956565069059941
6.125,27.1,1009.7125,255,80.125,98,28.5,9.956565069059941
6.125,27.2,1009.9625,226,80.25,100,28.4,9.956565069059941
6.125,27.5,1009.5833333333334,222,80.875,100,28.1,9.956565069059941
6.25,27.9,1010.0125,211,68.875,90,28.1,9.956565069059941
6.25,27.6,1010.0041666666666,210,69.125,97,28.1,13.943604119876206
6.25,27.9,1010.0041666666666,215,69.375,100,28.4,14.172630109052877
6.25,27.5,1009.9916666666668,254,69.625,98,28.4,14.384997274309226
6.25,27.1,1009.9875,225,69.875,100,28.2,14.369581345600745
6.25,27.5,1009.9916666666668,223,70.125,100,28.1,14.386328155125184
6.25,27.8,1009.9625,212,70.375,81,28.1,14.40330936156223
6.25,27.5,1009.9666666666668,211,70.625,92,28.1,14.404972534169923
6.25,27.9,1009.9625,215,70.875,100,28.4,14.407298449395416
6.25,27.5,1009.95,253,71.125,98,28.4,14.400108140735144
6.25,27.2,1009.9625,226,71.375,100,28.1,14.38649652134756
6.25,27.6,1009.9583333333334,223,71.625,100,28.1,14.34805355329356
6.25,27.8,1009.9458333333332,213,71.875,81,28.0,14.297874368533186
6.25,27.6,1009.9416666666666,212,72.125,84,28.0,14.317420183054914
6.25,27.8,1009.9666666666668,216,72.375,100,28.2,14.382201898503158
6.25,27.5,1009.925,253,72.625,100,28.2,14.412010497489998
6.25,27.4,1009.9166666666666,226,72.875,100,28.1,14.422839193361654
6.25,27.5,1009.9333333333334,222,73.125,100,28.2,12.93871863886029
6.25,27.8,1009.95,214,73.375,81,28.1,9.922581339294991
6.25,27.8,1009.9375,212,73.625,100,28.1,8.424097222416947
6.25,27.8,1009.925,216,73.875,100,28.2,8.487340681686607
6.25,27.5,1009.9125,252,74.125,100,28.1,8.537505727719173
6.25,27.2,1009.9083333333332,225,74.375,100,28.1,8.528732061243243
6.25,27.5,1009.875,222,74.625,100,28.2,8.467568352609407
6.25,27.9,1009.8875,213,74.875,89,28.1,8.443655541639506
6.25,27.9,1009.8666666666668,213,75.125,100,28.1,8.470550321744804
6.25,27.8,1009.8083333333334,217,75.375,100,28.2,8.561762165544245
6.25,27.4,1009.7916666666666,251,75.625,100,28.2,8.636206835088496
6.25,27.2,1009.7666666666668,224,75.875,100,28.2,8.583943447760383
6.25,27.6,1009.7458333333334,222,76.125,100,28.1,8.547850826250576
6.25,27.9,1009.7416666666668,214,76.375,81,28.1,8.562425508755071
6.25,27.9,1009.7083333333334,215,76.625,100,28.0,9.982948645923509
6.25,27.5,1009.6708333333332,217,76.875,100,28.2,12.871130363432057
6.25,27.0,1009.6583333333332,249,77.125,100,28.2,12.93319285349596
6.25,27.0,1009.625,223,77.375,98,28.2,11.574814039199826
6.25,27.5,1009.6125,221,77.625,100,28.2,11.62876256688963
6.25,27.8,1009.6083333333332,215,77.875,80,28.1,12.94985411090594
6.25,27.6,1009.5791666666668,216,78.125,100,28.1,14.40276536115346
6.25,27.1,1009.5458333333332,218,78.375,100,28.1,14.559467351080926
6.25,26.9,1009.5291666666668,247,78.625,100,28.1,14.567791405638287
6.25,27.2,1009.5583333333334,223,78.875,100,28.1,14.764139429708573
6.25,27.6,1009.5583333333334,220,79.125,100,28.2,15.003618180303144
6.25,27.9,1009.5708333333332,216,79.375,82,28.1,15.262133612290718
6.25,27.8,1009.5791666666668,217,79.625,100,28.2,15.526093791666224
6.25,27.0,1009.7125,219,80.125,100,28.1,15.415636888132063
6.25,26.5,1009.9666666666668,245,80.625,100,28.1,15.109842401538168
6.25,27.4,1009.45,223,80.875,97,28.1,15.110914924021785
6.25,27.5,1009.125,220,81.125,100,28.1,15.111987446505395
6.25,28.0,1009.0125,216,81.375,84,28.1,14.907379868338204
6.25,27.8,1009.0125,217,81.625,100,28.2,14.753111966532982
6.25,27.0,1008.3958333333334,219,81.875,100,28.2,14.652454560725264
6.25,26.0,1008.9,243,82.125,100,28.1,14.803695678053511
6.25,27.2,1008.8666666666668,223,82.375,91,28.1,15.425791991648078
6.25,27.6,1008.8916666666668,220,82.625,100,28.2,15.70791299546806
6.25,27.9,1008.9166666666666,217,82.875,94,28.1,15.65056338007826
6.25,27.9,1008.9458333333332,218,83.125,100,28.2,15.385530787026628
6.25,27.0,1008.9708333333332,220,83.375,100,28.2,15.184559424289748
6.25,25.6,1008.9625,241,83.625,100,28.0,15.230906783283649
6.25,27.2,1008.9708333333332,223,83.875,97,28.1,15.50704589772482
6.25,27.6,1008.9916666666668,221,84.125,100,28.1,15.784479557890512
6.25,27.9,1008.9958333333334,218,84.375,97,28.1,15.790526282992117
6.25,27.9,1009.025,219,84.625,100,28.2,15.7969669672188
6.25,26.9,1009.0458333333332,220,84.875,100,28.1,9.956565069059941
6.25,25.5,1009.0583333333334,239,85.125,100,28.0,9.956565069059941
6.25,27.4,1009.0875,223,85.375,100,28.2,9.956565069059941
