temperature_2m_max,precipitation_probability_max,pressure_msl,longitude,latitude,wind_direction_10m_dominant,temperature_2m_min
27.6,95,1007.9291666666668,87.625,5.5,95,26.7
27.7,55,1007.9791666666666,87.875,5.5,52,26.4
27.2,5,1008.0416666666666,88.125,5.5,47,26.5
27.5,85,1008.0916666666668,88.375,5.5,46,26.8
27.1,100,1008.1041666666666,88.625,5.5,55,26.8
27.2,100,1009.5208333333334,68.875,5.75,81,26.4
27.6,95,1009.4875,69.125,5.75,98,26.6
27.7,63,1009.4291666666668,69.375,5.75,52,26.4
27.3,10,1009.3625,69.625,5.75,47,26.4
27.5,95,1009.3291666666668,69.875,5.75,46,26.7
27.1,100,1009.2708333333334,70.125,5.75,56,26.8
27.4,100,1009.2208333333332,70.375,5.75,86,26.5
27.5,90,1009.1625,70.625,5.75,100,26.8
27.3,58,1009.0916666666668,70.875,5.75,51,26.5
27.3,13,1009.0125,71.125,5.75,47,26.3
27.8,95,1008.9625,71.375,5.75,46,26.4
27.5,98,1008.875,71.625,5.75,62,27.0
27.6,100,1008.7708333333334,71.875,5.75,91,26.5
27.4,94,1008.7,72.125,5.75,103,26.6
27.3,48,1008.6208333333334,72.375,5.75,50,26.6
27.5,13,1008.5041666666666,72.625,5.75,47,26.2
27.8,98,1008.4666666666668,72.875,5.75,48,26.4
27.5,100,1008.4041666666668,73.125,5.75,66,27.1
27.6,100,1008.2916666666666,73.375,5.75,93,26.5
27.4,93,1008.2375,73.625,5.75,104,26.5
27.3,40,1008.1666666666666,73.875,5.75,49,26.8
27.4,15,1008.0666666666666,74.125,5.75,46,26.4
27.5,100,1008.0208333333334,74.375,5.75,50,26.5
27.7,98,1007.9541666666668,74.625,5.75,70,27.2
27.7,100,1007.8375,74.875,5.75,95,26.8
27.4,90,1007.7791666666668,75.125,5.75,104,26.6
27.5,38,1007.6208333333334,75.375,5.75,48,26.8
27.8,18,1007.5708333333332,75.625,5.75,46,26.6
27.6,100,1007.5166666666668,75.875,5.75,59,26.9
27.9,100,1007.4208333333332,76.125,5.75,77,27.1
27.6,100,1007.3791666666666,76.375,5.75,98,27.2
27.4,88,1007.3291666666668,76.625,5.75,106,26.4
27.4,43,1007.225,76.875,5.75,47,26.8
28.0,15,1007.1958333333332,77.125,5.75,46,26.6
27.5,100,1007.15,77.375,5.75,61,26.9
27.9,98,1007.0666666666666,77.625,5.75,78,27.1
27.6,100,1007.0375,77.875,5.75,99,27.3
27.3,90,1006.9708333333332,78.125,5.75,106,26.6
27.5,43,1006.9541666666668,78.375,5.75,47,26.9
28.2,25,1006.9375,78.625,5.75,47,26.7
27.6,100,1006.9083333333332,78.875,5.75,64,27.0
27.9,98,1006.8875,79.125,5.75,80,27.0
27.7,100,1006.8916666666668,79.375,5.75,101,27.4
27.4,90,1006.8666666666668,79.625,5.75,107,26.6
27.8,35,1006.8625,79.875,5.75,46,26.9
28.3,30,1006.8833333333332,80.125,5.75,47,26.8
27.6,100,1006.8583333333332,80.375,5.75,69,27.0
28.0,95,1006.8,80.625,5.75,82,27.0
27.6,98,1006.6916666666666,80.875,5.75,102,27.4
27.4,93,1006.6541666666668,81.125,5.75,107,26.5
28.0,25,1006.6291666666666,81.375,5.75,46,27.0
28.0,50,1006.5583333333334,81.625,5.75,48,27.0
27.9,100,1006.5916666666668,81.875,5.75,78,27.1
28.1,93,1006.5625,82.125,5.75,86,27.2
27.9,95,1006.5708333333332,82.375,5.75,105,27.5
27.5,85,1006.5708333333332,82.625,5.75,107,26.6
27.9,20,1006.5708333333332,82.875,5.75,46,27.0
27.8,50,1006.6083333333332,83.125,5.75,49,27.0
27.9,100,1006.6333333333332,83.375,5.75,84,27.0
28.2,93,1006.7125,83.625,5.75,90,27.5
27.9,98,1006.7625,83.875,5.75,107,27.5
27.4,90,1006.8166666666666,84.125,5.75,107,26.7
28.0,20,1006.8583333333332,84.375,5.75,46,27.0
27.9,68,1006.9833333333332,84.625,5.75,49,27.1
28.0,100,1007.0625,84.875,5.75,88,27.0
28.2,95,1007.1416666666668,85.125,5.75,92,27.5
28.0,98,1007.2291666666666,85.375,5.75,108,27.4
27.3,90,1007.3125,85.625,5.75,107,26.5
28.0,23,1007.3916666666668,85.875,5.75,46,27.1
28.0,83,1007.4541666666668,86.125,5.75,50,27.1
27.9,100,1007.5791666666668,86.375,5.75,92,27.1
28.3,98,1007.6291666666666,86.625,5.75,94,27.7
28.0,98,1007.6791666666668,86.875,5.75,109,27.4
27.5,88,1007.7875,87.125,5.75,108,26.6
28.0,20,1007.8166666666666,87.375,5.75,45,27.2
28.1,85,1007.8625,87.625,5.75,50,27.1
28.0,100,1007.9333333333334,87.875,5.75,96,27.2
28.4,95,1008.0041666666666,88.125,5.75,97,27.8
28.2,98,1008.0666666666666,88.375,5.75,109,27.5
27.8,88,1008.1,88.625,5.75,112,26.9
28.1,38,1009.5,68.875,6.0,45,27.2
28.0,95,1009.4625,69.125,6.0,51,27.2
28.1,100,1009.4083333333332,69.375,6.0,98,27.1
28.5,88,1009.3375,69.625,6.0,98,27.9
28.3,93,1009.3208333333332,69.875,6.0,110,27.6
27.9,80,1009.2625,70.125,6.0,112,27.2
28.0,38,1009.1833333333334,70.375,6.0,45,27.2
27.8,98,1009.125,70.625,6.0,52,27.3
28.0,98,1009.05,70.875,6.0,100,27.0
28.6,90,1008.9458333333332,71.125,6.0,99,27.8
28.5,95,1008.8875,71.375,6.0,110,27.7
28.2,80,1008.8041666666668,71.625,6.0,111,27.4
28.0,28,1008.7083333333334,71.875,6.0,45,27.3
27.8,98,1008.6458333333334,72.125,6.0,53,27.4
28.0,98,1008.5416666666666,72.375,6.0,101,27.0
28.6,90,1008.45,72.625,6.0,99,27.8
29.0,93,1008.4041666666668,72.875,6.0,110,27.8
28.2,78,1008.3375,73.125,6.0,111,27.5
28.0,25,1008.25,73.375,6.0,45,27.4
27.8,95,1008.1958333333332,73.625,6.0,54,27.5
28.0,95,1008.1166666666668,73.875,6.0,101,26.9
28.7,83,1008.0041666666666,74.125,6.0,100,27.8
29.0,88,1007.9416666666666,74.375,6.0,110,27.8
28.4,66,1007.8666666666668,74.625,6.0,110,27.7
28.0,25,1007.7541666666666,74.875,6.0,45,27.4
27.8,95,1007.6875,75.125,6.0,55,27.5
28.0,95,1007.6208333333334,75.375,6.0,101,26.8
28.7,83,1007.5125,75.625,6.0,100,27.8
29.0,88,1007.4541666666668,75.875,6.0,110,27.8
28.7,66,1007.3791666666666,76.125,6.0,109,27.9
28.0,23,1007.2875,76.375,6.0,45,27.4
27.9,95,1007.2375,76.625,6.0,56,27.4
27.9,98,1007.1208333333334,76.875,6.0,100,26.5
28.7,85,1007.0791666666668,77.125,6.0,101,27.9
29.0,75,1007.0416666666666,77.375,6.0,110,27.8
28.8,65,1006.9416666666666,77.625,6.0,109,27.9
28.0,15,1006.9,77.875,6.0,44,27.5
27.8,95,1006.8791666666666,78.125,6.0,57,27.1
28.0,98,1006.825,78.375,6.0,97,26.1
28.9,85,1006.825,78.625,6.0,101,27.9
28.9,68,1006.8041666666668,78.875,6.0,109,27.9
28.9,58,1006.7583333333332,79.125,6.0,103,28.0
28.1,15,1006.7916666666666,79.375,6.0,44,27.4
27.9,95,1006.8125,79.625,6.0,59,26.8
28.1,98,1006.85,79.875,6.0,94,26.1
29.0,85,1006.9416666666666,80.375,6.0,101,28.0
28.8,68,1006.8083333333334,80.625,6.0,110,27.9
28.9,58,1006.3458333333332,81.125,6.0,102,28.4
28.1,13,1006.2916666666666,81.375,6.0,44,27.2
27.9,95,1006.2208333333332,81.625,6.0,60,26.4
28.0,100,1006.3125,81.875,6.0,91,26.2
29.0,80,1006.3458333333332,82.125,6.0,101,28.0
28.8,65,1006.3541666666666,82.375,6.0,110,28.0
29.0,50,1006.4416666666666,82.625,6.0,102,28.5
28.1,18,1006.4708333333332,82.875,6.0,45,27.3
28.0,95,1006.5166666666668,83.125,6.0,60,26.4
28.0,100,1006.5916666666668,83.375,6.0,90,26.3
29.0,78,1006.625,83.625,6.0,101,27.9
28.9,65,1006.6375,83.875,6.0,110,28.0
29.0,45,1006.7125,84.125,6.0,102,28.5
28.6,0,1006.8083333333334,84.375,6.0,32,27.5
28.7,0,1006.8833333333332,84.625,6.0,44,27.6
28.7,0,1006.9708333333332,84.875,6.0,46,27.5
28.5,0,1007.0958333333332,85.125,6.0,30,27.6
28.0,0,1007.1875,85.375,6.0,27,27.0
27.8,0,1007.2583333333332,85.625,6.0,15,26.5
28.5,0,1007.3166666666666,85.875,6.0,31,27.4
28.8,0,1007.45,86.125,6.0,43,27.5
28.9,0,1007.5083333333332,86.375,6.0,45,27.5
28.6,0,1007.5833333333334,86.625,6.0,28,27.5
28.0,0,1007.6666666666666,86.875,6.0,25,27.0
27.8,0,1007.7166666666668,87.125,6.0,13,26.6
28.3,0,1007.7791666666668,87.375,6.0,30,27.3
29.0,0,1007.8125,87.625,6.0,42,27.5
28.9,3,1007.925,87.875,6.0,45,27.4
28.6,0,1007.9541666666668,88.125,6.0,27,27.5
28.0,0,1007.9958333333334,88.375,6.0,24,27.0
27.7,0,1008.0625,88.625,6.0,12,26.5
28.4,0,1007.0166666666668,80.125,6.125,28,27.1
28.9,0,1007.0541666666668,80.25,6.125,41,27.6
28.9,0,1006.475,80.875,6.125,45,27.5
28.5,0,1009.5125,68.875,6.25,26,27.4
28.1,0,1009.45,69.125,6.25,23,27.0
27.8,0,1009.4083333333332,69.375,6.25,9,26.6
28.5,0,1009.3833333333332,69.625,6.25,27,27.2
29.0,0,1009.275,69.875,6.25,41,27.6
28.9,0,1009.2625,70.125,6.25,45,27.5
28.5,0,1009.2,70.375,6.25,26,27.5
28.1,0,1009.0625,70.625,6.25,22,27.1
27.9,0,1008.9833333333332,70.875,6.25,8,26.8
28.5,0,1008.9375,71.125,6.25,25,27.3
29.0,0,1008.8416666666668,71.375,6.25,42,27.7
28.9,0,1008.7791666666668,71.625,6.25,46,27.6
28.6,0,1008.7291666666666,71.875,6.25,25,27.5
28.3,0,1008.5916666666668,72.125,6.25,21,27.0
27.8,0,1008.5166666666668,72.375,6.25,6,26.9
28.6,0,1008.4416666666666,72.625,6.25,25,27.5
29.0,0,1008.3333333333334,72.875,6.25,41,27.9
29.0,0,1008.2875,73.125,6.25,46,27.8
28.6,0,1008.2416666666668,73.375,6.25,24,27.4
28.4,0,1008.1125,73.625,6.25,20,27.1
28.0,0,1008.0416666666666,73.875,6.25,4,27.0
28.8,0,1007.9833333333332,74.125,6.25,24,27.5
29.0,0,1007.85,74.375,6.25,40,27.9
29.0,0,1007.7875,74.625,6.25,46,27.9
28.8,0,1007.7166666666668,74.875,6.25,24,27.5
28.5,0,1007.5958333333332,75.125,6.25,19,27.1
28.0,0,1007.525,75.375,6.25,2,27.1
28.9,0,1007.3916666666668,75.625,6.25,24,27.5
29.0,0,1007.3333333333334,75.875,6.25,40,28.0
29.0,0,1007.2833333333332,76.125,6.25,46,27.9
28.8,0,1007.1666666666666,76.375,6.25,25,27.7
28.5,0,1007.1,76.625,6.25,19,27.2
28.1,0,1007.05,76.875,6.25,0,27.3
28.8,0,1006.9625,77.125,6.25,23,27.6
29.0,0,1006.9333333333334,77.375,6.25,39,28.0
29.0,0,1006.8958333333334,77.625,6.25,44,28.0
28.8,0,1006.8291666666668,77.875,6.25,25,27.8
28.6,0,1006.7875,78.125,6.25,17,27.5
28.2,0,1006.7541666666666,78.375,6.25,358,27.4
28.9,0,1006.7458333333334,78.625,6.25,24,27.6
29.0,0,1006.7291666666666,78.875,6.25,39,28.0
29.1,0,1006.7166666666668,79.125,6.25,43,28.1
28.9,0,1006.7125,79.375,6.25,25,27.7
28.6,0,1006.7416666666668,79.625,6.25,17,27.5
28.4,0,1007.0916666666668,80.125,6.25,356,27.5
29.0,0,1007.6375,80.625,6.25,24,27.6
28.9,0,1006.425,80.875,6.25,37,28.0
28.9,0,1006.1791666666668,81.125,6.25,41,28.2
28.8,0,1006.1041666666666,81.375,6.25,26,27.8
28.6,0,1006.1125,81.625,6.25,16,27.5
28.4,0,1006.1208333333334,81.875,6.25,353,27.5
28.9,0,1006.1666666666666,82.125,6.25,23,27.6
29.1,0,1006.1916666666666,82.375,6.25,36,28.0
29.0,0,1006.2416666666668,82.625,6.25,37,28.1
28.8,0,1006.3125,82.875,6.25,25,27.8
28.7,0,1006.3666666666668,83.125,6.25,16,27.8
28.5,3,1006.4708333333332,83.375,6.25,350,27.7
28.9,0,1006.525,83.625,6.25,22,27.7
29.1,0,1006.5708333333332,83.875,6.25,34,28.1
28.9,0,1006.6666666666666,84.125,6.25,34,28.0
28.8,0,1006.7416666666668,84.375,6.25,25,27.9
28.8,0,1006.8291666666668,84.625,6.25,15,27.9
28.5,0,1006.8916666666668,84.875,6.25,349,27.9
29.0,3,1007.025,85.125,6.25,21,27.8
29.1,0,1007.1083333333332,85.375,6.25,32,28.1
29.0,0,1007.2083333333334,85.625,6.25,30,27.8
28.8,0,1007.3125,85.875,6.25,24,27.6
28.7,0,1007.4125,86.125,6.25,13,27.9
28.8,0,1007.4833333333332,86.375,6.25,348,27.9
28.9,3,1007.5458333333332,86.625,6.25,19,27.6
29.0,0,1007.625,86.875,6.25,26,28.0
29.0,0,1007.675,87.125,6.25,27,27.5
28.9,0,1007.7458333333334,87.375,6.25,22,27.5
28.6,0,1007.8291666666668,87.625,6.25,7,27.8
28.8,0,1007.8666666666668,87.875,6.25,347,28.0
29.0,0,1007.9291666666668,88.125,6.25,16,27.8
29.0,0,1007.9833333333332,88.375,6.25,21,27.8
29.1,0,1008.0666666666666,88.625,6.25,25,27.5
28.9,0,1007.0541666666668,80.0,6.375,19,27.2
28.7,0,1009.5166666666668,68.875,6.5,2,27.7
28.8,0,1009.4583333333334,69.125,6.5,346,28.0
29.0,0,1009.3958333333334,69.375,6.5,10,27.4
29.0,0,1009.3708333333334,69.625,6.5,10,27.5
29.5,0,1009.2916666666666,69.875,6.5,22,27.3
28.7,0,1009.2208333333332,70.125,6.5,10,26.6
28.7,0,1009.1666666666666,70.375,6.5,355,27.5
28.7,0,1009.075,70.625,6.5,344,28.0
32.6,0,1008.9833333333332,70.875,6.5,20,23.3
33.3,0,1008.9166666666666,71.125,6.5,12,23.1
33.0,0,1008.8458333333332,71.375,6.5,44,24.7
32.6,0,1008.7666666666668,71.625,6.5,3,21.1
33.4,0,1008.675,71.875,6.5,352,22.8
33.7,0,1008.6083333333332,72.125,6.5,344,26.5
32.5,0,1008.4916666666668,72.375,6.5,24,19.9
33.2,0,1008.4083333333332,72.625,6.5,14,20.5
32.5,0,1008.35,72.875,6.5,48,21.3
32.9,0,1008.2458333333334,73.125,6.5,358,16.4
34.1,0,1008.175,73.375,6.5,350,18.6
34.0,0,1008.075,73.625,6.5,344,23.6
32.3,0,1008.0083333333332,73.875,6.5,60,21.2
32.7,0,1007.9083333333332,74.125,6.5,61,23.0
32.2,0,1007.7916666666666,74.375,6.5,61,21.9
33.0,0,1007.7291666666666,74.625,6.5,63,20.0
33.7,0,1007.6375,74.875,6.5,51,20.9
33.7,0,1007.5166666666668,75.125,6.5,41,21.8
27.2,0,1007.4333333333334,75.375,6.5,64,15.9
27.8,0,1007.3666666666668,75.625,6.5,61,17.2
27.0,0,1007.2666666666668,75.875,6.5,60,17.6
28.1,0,1007.2041666666668,76.125,6.5,65,16.0
28.9,3,1007.1541666666668,76.375,6.5,61,18.3
29.0,0,1007.0041666666666,76.625,6.5,56,20.2
26.9,0,1006.9583333333334,76.875,6.5,54,15.0
27.4,0,1006.9125,77.125,6.5,49,15.4
26.6,0,1006.8291666666668,77.375,6.5,51,15.6
27.7,0,1006.775,77.625,6.5,52,13.7
28.6,8,1006.7125,77.875,6.5,51,16.5
28.4,5,1006.6875,78.125,6.5,46,19.8
27.3,0,1006.6666666666666,78.375,6.5,59,16.7
27.5,0,1006.6333333333332,78.625,6.5,51,16.8
26.9,0,1006.6291666666666,78.875,6.5,54,16.6
27.9,0,1006.6458333333334,79.125,6.5,54,14.4
28.8,3,1006.6791666666668,79.375,6.5,54,17.2
28.5,5,1006.7375,79.625,6.5,50,20.4
28.2,0,1007.1916666666666,80.125,6.5,50,16.3
28.3,0,1007.875,80.5,6.5,36,16.2
27.8,0,1007.3833333333332,80.625,6.5,42,17.1
28.8,0,1006.35,80.875,6.5,38,14.1
29.2,3,1006.2541666666666,81.125,6.5,42,17.6
29.1,3,1006.0833333333334,81.375,6.5,41,20.5
28.0,0,1005.9791666666666,81.625,6.5,57,15.3
28.0,0,1005.9791666666666,82.125,6.5,44,16.0
27.5,0,1006.0791666666668,82.375,6.5,48,16.9
28.5,0,1006.1083333333332,82.625,6.5,44,13.7
28.7,3,1006.1625,82.875,6.5,49,17.9
29.0,3,1006.2875,83.125,6.5,52,19.8
28.2,0,1006.3166666666666,83.375,6.5,55,16.0
28.2,0,1006.3833333333332,83.625,6.5,45,16.1
27.7,0,1006.5166666666668,83.875,6.5,47,17.6
28.8,0,1006.5666666666666,84.125,6.5,44,15.1
29.1,0,1006.6583333333332,84.375,6.5,48,18.7
29.5,3,1006.7333333333332,84.625,6.5,53,20.5
28.1,0,1006.8625,84.875,6.5,52,16.6
27.9,0,1006.9708333333332,85.125,6.5,45,17.1
27.6,0,1007.0458333333332,85.375,6.5,47,17.6
28.7,0,1007.2041666666668,85.625,6.5,42,15.5
29.2,3,1007.2833333333332,85.875,6.5,50,19.1
29.1,5,1007.35,86.125,6.5,56,21.6
28.8,0,1007.4416666666666,86.375,6.5,64,16.7
28.9,0,1007.5458333333332,86.625,6.5,58,17.6
28.3,0,1007.6,86.875,6.5,55,17.2
29.5,0,1007.6541666666668,87.125,6.5,51,15.3
29.6,3,1007.6875,87.375,6.5,58,18.9
29.7,5,1007.7875,87.625,6.5,60,21.9
28.6,0,1007.8333333333334,87.875,6.5,63,17.3
28.5,0,1007.925,88.125,6.5,56,18.2
28.2,0,1007.9958333333334,88.375,6.5,50,16.7
29.4,0,1008.0208333333334,88.625,6.5,46,15.4
29.1,3,1007.375,80.25,6.625,56,18.9
29.4,15,1005.925,81.75,6.625,59,21.8
28.2,0,1009.475,68.875,6.75,54,17.3
28.0,0,1009.4625,69.125,6.75,49,18.6
28.0,0,1009.3958333333334,69.375,6.75,44,16.9
29.2,0,1009.3333333333334,69.625,6.75,37,15.8
28.7,3,1009.2875,69.875,6.75,53,19.2
28.8,10,1009.1916666666666,70.125,6.75,57,21.6
28.5,0,1009.1041666666666,70.375,6.75,31,16.9
28.3,0,1009.0541666666668,70.625,6.75,37,18.8
28.0,0,1008.9916666666668,70.875,6.75,29,16.4
29.5,0,1008.9,71.125,6.75,23,16.1
28.4,8,1008.8458333333332,71.375,6.75,47,19.8
28.1,11,1008.7625,71.625,6.75,50,21.8
28.6,0,1008.6666666666666,71.875,6.75,31,17.5
28.7,0,1008.5833333333334,72.125,6.75,37,18.8
28.4,0,1008.4666666666668,72.375,6.75,28,17.0
29.5,0,1008.35,72.625,6.75,24,16.5
28.5,8,1008.3125,72.875,6.75,45,20.7
28.0,10,1008.2,73.125,6.75,47,21.8
29.2,0,1008.1208333333334,73.375,6.75,37,18.5
