temperature_2m_max,precipitation_probability_max,pressure_msl,longitude,latitude,wind_direction_10m_dominant,temperature_2m_min
28.4,90,1008.7041666666668,70.125,5.5,125,27.7
28.2,73,1008.6,70.375,5.5,122,27.5
28.8,98,1008.5625,70.625,5.5,72,27.0
28.4,100,1008.4875,70.875,5.5,91,26.5
28.9,95,1008.425,71.125,5.5,115,28.1
28.8,80,1008.375,71.375,5.5,113,28.3
28.3,90,1008.3166666666666,71.625,5.5,123,27.7
28.4,73,1008.2708333333334,71.875,5.5,120,27.5
28.7,100,1008.2291666666666,72.125,5.5,71,27.1
28.4,100,1008.1625,72.375,5.5,92,26.4
28.9,95,1008.1041666666666,72.625,5.5,114,28.1
29.0,75,1008.0625,72.875,5.5,113,28.3
28.4,85,1008.0,73.125,5.5,121,27.6
28.5,73,1007.9666666666668,73.375,5.5,119,27.6
28.6,100,1007.9416666666666,73.625,5.5,71,27.1
28.4,100,1007.9083333333332,73.875,5.5,93,26.5
29.0,95,1007.8625,74.125,5.5,114,28.1
29.2,73,1007.8208333333332,74.375,5.5,113,28.2
28.5,83,1007.7791666666668,74.625,5.5,121,27.7
28.5,65,1007.7291666666666,74.875,5.5,118,27.6
29.5,0,1007.6916666666666,75.125,5.5,34,28.0
29.0,3,1007.6166666666668,75.375,5.5,32,27.9
28.8,3,1007.5583333333334,75.625,5.5,29,28.2
28.5,3,1007.525,75.875,5.5,19,27.6
27.9,0,1007.4583333333334,76.125,5.5,4,27.5
27.9,0,1007.4166666666666,76.375,5.5,1,27.5
29.5,0,1007.3333333333334,76.625,5.5,33,27.9
29.0,3,1007.3,76.875,5.5,31,28.0
29.0,5,1007.2583333333332,77.125,5.5,28,28.2
28.6,5,1007.2,77.375,5.5,19,27.8
27.9,0,1007.175,77.625,5.5,2,27.5
27.9,0,1007.1375,77.875,5.5,357,27.3
29.5,0,1007.0625,78.125,5.5,31,28.0
29.0,3,1007.0125,78.375,5.5,30,28.0
29.0,8,1006.9583333333334,78.625,5.5,28,28.2
28.5,8,1006.8875,78.875,5.5,17,27.8
28.0,0,1006.8333333333334,79.125,5.5,359,27.5
28.1,3,1006.7541666666666,79.375,5.5,353,27.4
29.5,0,1006.6708333333332,79.625,5.5,30,27.8
29.1,3,1006.625,79.875,5.5,30,28.0
29.1,10,1006.4916666666668,80.125,5.5,28,28.2
28.6,3,1006.4,80.375,5.5,15,27.9
28.0,0,1006.3083333333334,80.625,5.5,358,27.5
28.1,3,1006.1791666666668,80.875,5.5,353,27.4
29.2,0,1006.0791666666668,81.125,5.5,29,27.8
29.2,0,1005.8708333333334,81.375,5.5,28,27.8
29.1,5,1005.7791666666668,81.625,5.5,28,28.2
28.7,3,1005.6208333333334,81.875,5.5,14,27.7
28.0,0,1005.55,82.125,5.5,357,27.5
28.0,5,1005.5458333333332,82.375,5.5,349,27.4
29.3,0,1005.5083333333332,82.625,5.5,27,27.8
29.2,3,1005.525,82.875,5.5,26,27.8
29.0,8,1005.6041666666666,83.125,5.5,29,28.2
28.8,0,1005.625,83.375,5.5,13,27.8
28.2,0,1005.6375,83.625,5.5,355,27.5
28.1,3,1005.7375,83.875,5.5,347,27.5
29.0,0,1005.775,84.125,5.5,26,27.9
29.4,3,1005.775,84.375,5.5,25,28.0
29.1,5,1005.9041666666668,84.625,5.5,30,28.1
28.9,0,1005.9791666666666,84.875,5.5,12,27.8
28.4,3,1006.0375,85.125,5.5,354,27.5
28.2,5,1006.1375,85.375,5.5,346,27.5
29.0,3,1006.2666666666668,85.625,5.5,24,27.9
29.0,5,1006.3583333333332,85.875,5.5,24,28.0
29.1,8,1006.4625,86.125,5.5,29,28.2
28.8,0,1006.6583333333332,86.375,5.5,12,27.9
28.4,0,1006.775,86.625,5.5,354,27.6
28.3,3,1006.8833333333332,86.875,5.5,344,27.6
29.0,5,1007.0375,87.125,5.5,25,28.0
29.2,5,1007.225,87.375,5.5,23,28.1
29.2,3,1007.3666666666668,87.625,5.5,29,28.2
28.8,0,1007.4666666666668,87.875,5.5,12,28.0
28.6,0,1007.6083333333332,88.125,5.5,353,27.7
28.5,3,1007.7125,88.375,5.5,343,27.7
29.1,0,1007.7708333333334,88.625,5.5,24,28.0
29.4,3,1009.0166666666668,68.875,5.75,22,28.3
29.3,3,1008.9916666666668,69.125,5.75,30,28.2
28.9,0,1008.9166666666666,69.375,5.75,12,28.0
28.7,3,1008.8416666666668,69.625,5.75,353,27.8
28.5,5,1008.7875,69.875,5.75,342,27.8
29.2,3,1008.7,70.125,5.75,22,28.0
29.4,8,1008.6125,70.375,5.75,21,28.2
29.1,5,1008.5625,70.625,5.75,29,28.5
29.1,0,1008.475,70.875,5.75,12,28.1
28.5,5,1008.4083333333332,71.125,5.75,352,27.9
28.3,9,1008.375,71.375,5.75,341,27.9
29.3,3,1008.3208333333332,71.625,5.75,22,28.0
29.2,5,1008.2666666666668,71.875,5.75,21,28.4
29.1,5,1008.2125,72.125,5.75,28,28.6
29.4,0,1008.1458333333334,72.375,5.75,12,28.1
28.6,0,1008.0958333333332,72.625,5.75,353,28.0
28.4,10,1008.0375,72.875,5.75,341,28.0
29.2,0,1007.9916666666668,73.125,5.75,22,28.1
29.4,13,1007.9583333333334,73.375,5.75,21,28.5
29.2,3,1007.9416666666666,73.625,5.75,28,28.6
29.5,0,1007.9125,73.875,5.75,12,28.2
28.6,5,1007.875,74.125,5.75,353,28.1
28.6,8,1007.8291666666668,74.375,5.75,341,28.1
29.0,0,1007.7833333333332,74.625,5.75,20,28.2
29.5,13,1007.7166666666668,74.875,5.75,21,28.5
29.4,5,1007.675,75.125,5.75,27,28.6
29.6,0,1007.5708333333332,75.375,5.75,12,28.3
29.0,8,1007.5041666666666,75.625,5.75,354,28.2
28.9,8,1007.4791666666666,75.875,5.75,343,28.3
29.0,0,1007.3875,76.125,5.75,19,28.3
29.4,10,1007.3583333333332,76.375,5.75,21,28.4
29.4,5,1007.3166666666666,76.625,5.75,27,28.7
29.5,0,1007.2666666666668,76.875,5.75,12,28.4
29.1,0,1007.2166666666668,77.125,5.75,354,28.3
29.0,9,1007.1916666666666,77.375,5.75,343,28.2
29.0,5,1007.1416666666668,77.625,5.75,18,28.4
29.4,10,1007.0708333333332,77.875,5.75,21,28.5
29.5,8,1007.0,78.125,5.75,27,28.7
29.6,0,1006.9791666666666,78.375,5.75,12,28.5
29.2,0,1006.9041666666668,78.625,5.75,355,28.5
29.0,5,1006.8458333333332,78.875,5.75,344,28.5
29.0,3,1006.7958333333332,79.125,5.75,14,28.5
29.3,8,1006.7375,79.375,5.75,21,28.5
29.5,8,1006.6541666666668,79.625,5.75,25,28.5
29.5,0,1006.5875,79.875,5.75,14,28.4
29.5,0,1006.5291666666668,80.125,5.75,356,28.6
29.3,10,1006.4166666666666,80.375,5.75,345,28.9
29.1,3,1006.3041666666668,80.625,5.75,12,28.4
29.5,8,1006.0375,80.875,5.75,20,28.5
29.5,3,1005.8333333333334,81.125,5.75,24,28.4
29.5,0,1005.675,81.375,5.75,13,28.4
29.5,0,1005.4916666666668,81.625,5.75,356,28.7
29.4,13,1005.475,81.875,5.75,346,28.9
29.2,3,1005.4208333333332,82.125,5.75,8,28.4
29.6,10,1005.4083333333332,82.375,5.75,20,28.8
29.5,3,1005.4166666666666,82.625,5.75,20,28.4
29.5,0,1005.3958333333334,82.875,5.75,14,28.4
29.5,0,1005.4208333333332,83.125,5.75,355,28.7
29.5,15,1005.4583333333334,83.375,5.75,346,29.0
29.5,8,1005.5291666666668,83.625,5.75,4,28.5
29.6,13,1005.5791666666668,83.875,5.75,17,28.9
29.6,8,1005.625,84.125,5.75,17,28.4
29.6,0,1005.675,84.375,5.75,10,28.5
29.5,3,1005.7833333333332,84.625,5.75,352,28.8
29.5,18,1005.8708333333334,84.875,5.75,345,29.1
29.5,5,1005.9458333333332,85.125,5.75,3,28.6
29.6,8,1006.0666666666666,85.375,5.75,15,28.9
29.8,5,1006.1625,85.625,5.75,16,28.5
29.9,0,1006.2791666666668,85.875,5.75,9,28.5
29.5,0,1006.3791666666666,86.125,5.75,350,29.0
29.6,18,1006.5708333333332,86.375,5.75,344,29.0
29.6,3,1006.7,86.625,5.75,1,28.5
29.6,5,1006.825,86.875,5.75,12,28.8
30.0,8,1007.0583333333334,87.125,5.75,14,28.8
30.4,0,1007.1666666666666,87.375,5.75,11,28.6
29.5,5,1007.275,87.625,5.75,350,29.1
29.8,23,1007.4166666666666,87.875,5.75,340,28.9
29.7,8,1007.5666666666666,88.125,5.75,353,28.1
29.6,15,1007.6791666666668,88.375,5.75,356,28.6
30.0,10,1007.7583333333332,88.625,5.75,8,28.5
30.8,0,1009.05,68.875,6.0,9,28.1
29.9,8,1009.0,69.125,6.0,354,29.0
29.8,25,1008.9291666666668,69.375,6.0,339,28.9
33.6,0,1008.8375,69.625,6.0,348,25.6
32.4,3,1008.7958333333332,69.875,6.0,340,26.7
34.7,0,1008.7041666666668,70.125,6.0,12,26.5
34.4,0,1008.6125,70.375,6.0,351,25.2
33.1,5,1008.5458333333332,70.625,6.0,350,27.2
32.5,23,1008.4583333333334,70.875,6.0,340,27.6
34.2,0,1008.4,71.125,6.0,353,21.8
33.2,3,1008.3625,71.375,6.0,296,23.3
35.0,0,1008.3166666666666,71.625,6.0,10,23.8
35.7,0,1008.2541666666666,71.875,6.0,328,21.4
34.3,5,1008.2041666666668,72.125,6.0,319,23.1
34.6,23,1008.1416666666668,72.375,6.0,340,24.7
32.9,0,1008.0625,72.625,6.0,337,20.5
32.1,3,1008.0208333333334,72.875,6.0,307,22.8
33.8,0,1007.9833333333332,73.125,6.0,272,21.9
34.5,0,1007.9708333333332,73.375,6.0,308,18.0
33.7,8,1007.95,73.625,6.0,263,21.5
33.5,24,1007.9041666666668,73.875,6.0,333,23.8
27.1,8,1007.8416666666668,74.125,6.0,54,16.3
26.7,8,1007.8125,74.375,6.0,54,18.7
28.1,0,1007.7625,74.625,6.0,33,17.0
28.6,0,1007.6708333333332,74.875,6.0,38,15.1
27.6,25,1007.625,75.125,6.0,25,18.7
25.9,46,1007.5666666666666,75.375,6.0,13,20.1
28.5,3,1007.4916666666668,75.625,6.0,95,14.3
28.1,0,1007.4541666666668,75.875,6.0,84,17.2
29.0,0,1007.3833333333332,76.125,6.0,65,15.4
29.6,0,1007.3333333333334,76.375,6.0,79,11.9
28.9,10,1007.3,76.625,6.0,55,16.8
27.0,25,1007.225,76.875,6.0,20,19.6
25.0,13,1007.2,77.125,6.0,49,15.9
24.6,3,1007.1583333333332,77.375,6.0,51,18.1
26.0,0,1007.0875,77.625,6.0,41,16.9
26.2,0,1007.0291666666668,77.875,6.0,39,15.4
24.7,25,1006.9875,78.125,6.0,39,18.4
24.1,49,1006.9,78.375,6.0,26,19.6
26.4,0,1006.8791666666666,78.625,6.0,39,16.1
25.6,5,1006.8333333333334,78.875,6.0,45,19.4
27.4,0,1006.775,79.125,6.0,23,16.6
27.5,3,1006.7166666666668,79.375,6.0,14,14.4
25.6,10,1006.6583333333332,79.625,6.0,25,19.0
25.2,38,1006.625,79.875,6.0,9,20.1
25.6,5,1006.4666666666668,80.375,6.0,49,17.0
25.1,3,1006.225,80.625,6.0,50,19.0
26.9,0,1005.4708333333332,81.125,6.0,27,17.3
27.0,0,1005.3416666666668,81.375,6.0,26,16.3
23.8,18,1005.2416666666668,81.625,6.0,13,19.1
23.4,49,1005.2625,81.875,6.0,358,20.2
25.8,8,1005.2666666666668,82.125,6.0,50,16.8
25.6,3,1005.2375,82.375,6.0,50,19.0
27.0,0,1005.2833333333332,82.625,6.0,23,17.2
26.4,3,1005.2916666666666,82.875,6.0,23,16.0
23.9,13,1005.3166666666666,83.125,6.0,8,18.9
22.7,43,1005.3875,83.375,6.0,352,20.0
25.2,5,1005.4291666666668,83.625,6.0,45,17.3
25.6,3,1005.4375,83.875,6.0,42,18.6
27.1,0,1005.4708333333332,84.125,6.0,22,17.4
25.5,8,1005.5833333333334,84.375,6.0,22,15.6
23.6,15,1005.65,84.625,6.0,10,19.5
23.2,45,1005.7458333333334,84.875,6.0,350,20.2
24.7,3,1005.8958333333334,85.125,6.0,51,17.9
25.4,8,1005.9958333333334,85.375,6.0,48,18.7
26.7,0,1006.1,85.625,6.0,28,17.9
25.1,3,1006.1791666666668,85.875,6.0,29,17.1
23.2,23,1006.3625,86.125,6.0,14,19.8
22.8,40,1006.475,86.375,6.0,354,20.3
24.0,8,1006.6291666666666,86.625,6.0,44,17.4
24.9,5,1006.825,86.875,6.0,42,18.2
25.9,3,1006.9583333333334,87.125,6.0,18,17.5
23.8,5,1007.125,87.375,6.0,18,16.9
22.7,38,1007.2333333333332,87.625,6.0,7,19.2
21.5,65,1007.4458333333332,87.875,6.0,356,20.0
23.6,8,1007.5291666666668,88.125,6.0,44,18.1
24.1,5,1007.625,88.375,6.0,42,18.3
25.8,3,1007.7208333333332,88.625,6.0,18,17.4
23.5,5,1006.725,80.125,6.125,15,17.9
22.1,38,1006.675,80.25,6.125,360,19.4
22.2,65,1005.6916666666666,80.875,6.125,355,19.5
23.5,15,1009.0791666666668,68.875,6.25,39,18.1
23.8,5,1008.9958333333334,69.125,6.25,39,18.3
25.5,0,1008.925,69.375,6.25,17,17.4
23.0,10,1008.8708333333334,69.625,6.25,15,18.0
21.8,40,1008.7583333333332,69.875,6.25,2,19.4
21.9,62,1008.7,70.125,6.25,360,19.8
23.6,13,1008.6291666666666,70.375,6.25,30,18.7
23.9,5,1008.5166666666668,70.625,6.25,33,18.6
25.9,0,1008.4541666666668,70.875,6.25,11,17.4
23.0,25,1008.4041666666668,71.125,6.25,8,18.5
21.5,55,1008.3416666666668,71.375,6.25,358,19.3
21.3,73,1008.2875,71.625,6.25,359,19.9
22.9,13,1008.2708333333334,71.875,6.25,26,19.0
23.5,5,1008.1791666666668,72.125,6.25,31,19.1
25.7,0,1008.1291666666666,72.375,6.25,11,17.7
23.1,25,1008.0875,72.625,6.25,5,19.3
22.3,55,1008.0125,72.875,6.25,352,19.8
21.7,73,1007.9958333333334,73.125,6.25,0,20.3
23.0,23,1007.9833333333332,73.375,6.25,14,19.5
24.2,5,1007.9166666666666,73.625,6.25,18,19.5
25.9,3,1007.8791666666666,73.875,6.25,6,18.4
23.3,33,1007.8333333333334,74.125,6.25,359,20.2
22.4,58,1007.7458333333334,74.375,6.25,349,20.2
22.2,73,1007.7041666666668,74.625,6.25,4,20.5
23.7,40,1007.6416666666668,74.875,6.25,12,20.3
25.0,28,1007.5625,75.125,6.25,19,21.1
26.2,5,1007.5125,75.375,6.25,1,20.2
23.7,60,1007.4541666666668,75.625,6.25,351,21.6
22.7,73,1007.3958333333334,75.875,6.25,341,21.4
23.1,78,1007.3583333333332,76.125,6.25,17,21.4
24.5,40,1007.2875,76.375,6.25,16,21.4
25.9,15,1007.2583333333332,76.625,6.25,27,21.5
27.2,5,1007.2166666666668,76.875,6.25,3,20.4
24.9,55,1007.1833333333334,77.125,6.25,348,22.4
23.8,80,1007.1583333333332,77.375,6.25,338,22.3
23.8,78,1007.1,77.625,6.25,21,22.1
25.2,48,1007.0416666666666,77.875,6.25,13,23.0
26.0,13,1006.9833333333332,78.125,6.25,16,23.1
27.3,3,1006.8875,78.375,6.25,5,22.6
25.3,83,1006.8583333333332,78.625,6.25,0,23.8
24.1,88,1006.8333333333334,78.875,6.25,338,23.1
25.2,85,1006.7625,79.125,6.25,41,23.6
26.2,68,1006.7416666666668,79.375,6.25,9,23.8
26.8,20,1006.7041666666668,79.625,6.25,12,23.9
28.3,3,1006.8125,80.125,6.25,359,23.5
25.9,75,1006.8958333333334,80.625,6.25,357,24.5
25.5,95,1005.6291666666666,80.875,6.25,351,23.4
25.9,83,1005.3625,81.125,6.25,52,24.1
24.8,68,1005.225,81.375,6.25,10,23.5
26.0,20,1005.175,81.625,6.25,11,23.5
26.6,3,1005.125,81.875,6.25,359,22.9
24.7,75,1005.1291666666666,82.125,6.25,359,23.6
25.3,95,1005.1166666666668,82.375,6.25,2,22.6
26.0,83,1005.1583333333332,82.625,6.25,60,24.0
25.3,93,1005.175,82.875,6.25,357,24.0
26.0,33,1005.1875,83.125,6.25,2,24.1
25.4,20,1005.25,83.375,6.25,348,23.1
25.2,98,1005.2666666666668,83.625,6.25,346,23.6
26.3,98,1005.3166666666666,83.875,6.25,16,23.8
27.0,75,1005.4291666666668,84.125,6.25,97,24.8
27.3,95,1005.4916666666668,84.375,6.25,20,25.3
26.8,28,1005.5541666666668,84.625,6.25,25,26.3
26.9,38,1005.6041666666666,84.875,6.25,2,25.2
26.8,100,1005.7666666666668,85.125,6.25,10,25.8
26.8,100,1005.875,85.375,6.25,33,25.6
27.2,78,1005.975,85.625,6.25,121,25.7
28.1,95,1006.1458333333334,85.875,6.25,37,26.4
28.0,28,1006.3041666666668,86.125,6.25,29,27.2
27.9,38,1006.4125,86.375,6.25,12,26.8
27.3,100,1006.525,86.625,6.25,25,26.8
27.4,100,1006.7708333333334,86.875,6.25,48,26.1
27.6,78,1006.8916666666668,87.125,6.25,138,26.6
27.5,100,1007.05,87.375,6.25,43,25.9
27.9,60,1007.2666666666668,87.625,6.25,32,27.2
27.9,93,1007.3666666666668,87.875,6.25,18,27.0
27.2,100,1007.5166666666668,88.125,6.25,33,26.7
27.5,100,1007.5916666666668,88.375,6.25,66,26.3
27.8,80,1007.7166666666668,88.625,6.25,138,27.0
27.5,98,1006.8625,80.0,6.375,45,26.0
27.9,50,1009.0708333333332,68.875,6.5,34,27.2
27.9,95,1009.0083333333332,69.125,6.5,21,26.9
27.1,100,1008.9333333333334,69.375,6.5,37,26.8
27.5,100,1008.875,69.625,6.5,71,26.4
27.8,86,1008.7791666666668,69.875,6.5,136,27.1
27.5,98,1008.7,70.125,6.5,46,26.0
27.7,65,1008.625,70.375,6.5,35,27.2
27.6,98,1008.5208333333334,70.625,6.5,23,26.9
27.2,100,1008.4416666666666,70.875,6.5,42,26.6
27.5,100,1008.3791666666666,71.125,6.5,79,26.5
27.9,85,1008.35,71.375,6.5,137,27.1
27.5,95,1008.2916666666666,71.625,6.5,49,26.0
27.6,78,1008.2166666666668,71.875,6.5,39,27.0
27.6,100,1008.1916666666666,72.125,6.5,29,27.0
27.5,100,1008.125,72.375,6.5,49,26.6
27.8,100,1008.0625,72.625,6.5,95,26.8
28.1,88,1008.0291666666668,72.875,6.5,137,27.4
27.6,98,1007.9875,73.125,6.5,50,26.0
28.0,75,1007.9583333333334,73.375,6.5,41,26.8
27.5,100,1007.8958333333334,73.625,6.5,33,27.1
27.5,100,1007.8541666666666,73.875,6.5,51,26.6
27.8,98,1007.7833333333332,74.125,6.5,101,27.0
28.2,78,1007.7083333333334,74.375,6.5,137,27.5
27.8,100,1007.6541666666668,74.625,6.5,52,26.1
28.0,93,1007.5916666666668,74.875,6.5,43,26.5
27.5,100,1007.5375,75.125,6.5,40,27.0
27.7,100,1007.4958333333334,75.375,6.5,57,26.8
27.8,98,1007.4583333333334,75.625,6.5,106,27.0
28.1,75,1007.375,75.875,6.5,136,27.4
27.9,100,1007.3416666666668,76.125,6.5,53,26.2
27.7,98,1007.3083333333334,76.375,6.5,45,26.5
27.5,100,1007.2458333333334,76.625,6.5,43,27.0
27.8,100,1007.2333333333332,76.875,6.5,62,26.7
27.9,93,1007.1875,77.125,6.5,110,27.1
28.1,78,1007.1083333333332,77.375,6.5,136,27.4
28.5,100,1007.0666666666666,77.625,6.5,55,26.1
27.5,98,1006.9875,77.875,6.5,47,26.0
27.6,100,1006.9125,78.125,6.5,48,26.8
27.9,100,1006.875,78.375,6.5,70,26.9
27.9,93,1006.8291666666668,78.625,6.5,117,27.3
28.1,80,1006.7833333333332,78.875,6.5,137,27.4
28.5,98,1006.7625,79.125,6.5,56,26.1
27.5,100,1006.725,79.375,6.5,49,26.1
27.5,100,1006.7041666666668,79.625,6.5,50,26.8
27.9,100,1007.0166666666668,80.125,6.5,75,27.0
28.0,95,1007.6583333333332,80.5,6.5,119,27.4
28.2,83,1006.8041666666668,80.625,6.5,135,27.4
28.2,100,1005.5875,80.875,6.5,57,26.1
27.5,100,1005.4791666666666,81.125,6.5,50,26.1
27.6,100,1005.2,81.375,6.5,51,26.6
28.0,100,1005.05,81.625,6.5,79,27.0
28.0,95,1004.9625,82.125,6.5,121,27.4
28.1,75,1005.0083333333332,82.375,6.5,134,27.5
28.1,100,1005.05,82.625,6.5,58,26.2
27.7,100,1005.0916666666668,82.875,6.5,51,26.4
28.1,100,1005.1208333333334,83.125,6.5,60,26.7
28.1,100,1005.0875,83.375,6.5,84,27.1
28.0,95,1005.1208333333334,83.625,6.5,124,27.2
28.0,73,1005.2041666666668,83.875,6.5,135,27.2
28.1,100,1005.2541666666666,84.125,6.5,59,26.3
27.6,100,1005.3333333333334,84.375,6.5,52,26.5
28.1,100,1005.4041666666668,84.625,6.5,64,26.7
28.2,100,1005.5583333333334,84.875,6.5,87,27.2
28.0,98,1005.6791666666668,85.125,6.5,123,27.3
28.0,77,1005.7791666666668,85.375,6.5,134,27.2
28.2,100,1005.9416666666666,85.625,6.5,60,26.5
27.5,100,1006.05,85.875,6.5,53,26.5
28.2,100,1006.15,86.125,6.5,71,26.8
28.3,100,1006.3208333333332,86.375,6.5,90,27.2
28.0,98,1006.5166666666668,86.625,6.5,124,27.3
28.0,78,1006.6875,86.875,6.5,134,27.1
28.4,100,1006.8375,87.125,6.5,62,26.6
27.8,100,1006.9666666666668,87.375,6.5,55,26.6
28.4,100,1007.2125,87.625,6.5,78,27.0
28.4,100,1007.3166666666666,87.875,6.5,94,27.4
27.9,98,1007.4666666666668,88.125,6.5,124,27.4
28.1,78,1007.6083333333332,88.375,6.5,133,27.0
28.5,100,1007.6666666666666,88.625,6.5,63,26.6
27.8,100,1007.2666666666668,80.25,6.625,56,26.5
28.5,100,1005.0666666666666,81.75,6.625,84,27.2
28.5,100,1009.0583333333334,68.875,6.75,98,27.5
28.0,98,1009.0166666666668,69.125,6.75,127,27.5
28.0,76,1008.9333333333334,69.375,6.75,133,27.0
28.4,100,1008.85,69.625,6.75,64,26.6
27.8,100,1008.7791666666668,69.875,6.75,59,26.5
28.5,100,1008.6791666666668,70.125,6.75,89,27.4
28.5,98,1008.5791666666668,70.375,6.75,101,27.9
28.4,95,1008.5041666666666,70.625,6.75,128,27.4
28.0,78,1008.4541666666668,70.875,6.75,131,27.0
28.5,100,1008.375,71.125,6.75,64,26.5
27.9,100,1008.3125,71.375,6.75,60,26.6
28.5,100,1008.2625,71.625,6.75,91,27.5
28.6,98,1008.2083333333334,71.875,6.75,103,28.0
28.5,98,1008.1625,72.125,6.75,128,27.3
28.0,80,1008.1291666666666,72.375,6.75,130,27.2
28.4,98,1008.05,72.625,6.75,66,26.8
27.9,100,1008.0166666666668,72.875,6.75,65,26.8
28.5,100,1007.9708333333332,73.125,6.75,96,27.6
28.6,93,1007.9125,73.375,6.75,104,28.0
